,postcode,X-koordinaatti metrein�,Y-koordinaatti metrein�,Postinumeroalueen pinta-ala,"Asukkaat yhteens�, 2017 (HE)"
1469,49930,545388,6718305,24780938,161
1470,49960,531528,6714588,47362101,197
1471,49980,526931,6714915,70214503,253
1472,50100,514196,6839787,9623484,9592
1473,50120,512418,6840250,1814338,1548
1474,50130,512549,6837409,7014698,3020
1475,50150,510271,6840566,6359683,1379
1476,50160,514007,6837222,1128348,2407
1477,50170,516152,6842451,9728850,5840
1478,50180,518923,6840590,12789048,807
1479,50190,516972,6839158,6310909,4856
1480,50200,507643,6846732,80696251,632
1481,50300,521076,6850974,62067924,324
1482,50350,521858,6839685,25314811,324
1483,50500,513510,6834899,6451494,1528
1484,50520,514822,6836126,1032157,130
1485,50600,507615,6837355,58615739,4815
1486,50670,503212,6833440,102851949,1880
1487,50700,511907,6831504,39538482,605
1488,50770,499162,6845953,81547845,249
1489,50800,518206,6832682,54547132,550
1490,50970,509163,6857653,137111052,2508
1491,51130,495263,6855832,84075792,156
1492,51200,481266,6872617,447997214,3852
1493,51260,480793,6896254,74587487,163
1494,51270,487753,6887123,125149787,213
1495,51310,472500,6863556,112539688,136
1496,51335,474679,6874739,5059414,46
1497,51340,468999,6875093,137440508,291
1498,51360,467985,6890032,140119970,181
1499,51380,475002,6882642,12077344,54
1500,51420,502345,6856950,74459514,231
1501,51430,495119,6866318,47213862,86
1502,51440,490835,6874391,105883858,238
1503,51450,501683,6863786,26353052,54
1504,51460,499057,6874597,103234815,207
1505,51520,516024,6854948,90791310,433
1506,51540,518678,6864911,168146777,321
1507,51600,509950,6878049,258187649,1428
1508,51620,515934,6869053,9049911,19
1509,51670,499077,6887010,88777387,135
1510,51720,525008,6842572,72706184,498
1511,51740,528387,6845429,56849189,224
1512,51760,530426,6852915,116866524,291
1513,51780,539009,6844336,72689859,126
1514,51810,536779,6853592,36558776,149
1515,51820,542806,6852803,87299552,273
1516,51850,525236,6873582,101630511,201
1517,51860,531387,6876724,23919167,67
1518,51880,547731,6841787,111547390,237
1519,51890,550964,6833180,92863063,82
1520,51900,542635,6864077,469364838,4364
1521,51930,554356,6866887,58397146,162
1522,51940,561781,6869421,43965424,122
1523,51980,556153,6846787,126966336,223
1524,52100,536306,6829992,310087811,1445
1525,52110,524500,6831384,67797912,395
1526,52150,539338,6822042,53455747,128
1527,52200,564243,6820301,779478402,1816
1528,52230,545491,6812126,237288844,222
1529,52270,563140,6838365,40134951,37
1530,52300,515830,6816918,205258426,2933
1531,52320,512133,6826184,35687572,348
1532,52330,515239,6827828,5601943,53
1533,52340,523284,6822819,83381806,199
1534,52360,533222,6814720,82499595,93
1535,52420,525082,6808242,222206845,652
1536,52510,498750,6824283,162463840,496
1537,52520,496446,6834468,38038226,160
1538,52550,486219,6839555,442217606,1552
1539,52610,478297,6842802,50337525,114
1540,52620,475173,6851642,125117438,93
1541,52700,495988,6803318,569867383,4924
1542,52720,479971,6813563,31675264,113
1543,52730,476579,6808871,42870748,76
1544,52740,485542,6821242,105958082,270
1545,52760,495704,6817470,27419717,90
1546,52780,505928,6810884,31187562,101
1547,52830,521398,6799018,324772966,616
1548,52850,514144,6789510,115388771,122
1549,52890,505333,6785658,125160186,88
1550,52920,489694,6790285,119800763,133
1551,52960,481899,6799869,71122465,134
1552,52970,477109,6799528,55802628,89
1553,52980,471067,6798984,88865689,78
1554,53100,564491,6770712,5625407,10357
1555,53130,565344,6771008,1071133,680
1556,53200,566604,6770923,3773927,1548
1557,53300,570579,6768109,72690453,7905
1558,53400,573648,6773422,56731333,1940
1559,53420,571596,6770121,3967195,554
1560,53500,566931,6768790,7618526,5073
1561,53550,565511,6767379,4015891,1219
1562,53600,562616,6768631,4157797,2525
1563,53650,562619,6764811,18276055,2035
1564,53810,561309,6769152,4222460,3896
1565,53830,551597,6766473,20451680,728
1566,53850,551180,6763401,96764059,11224
1567,53900,563454,6770838,2426042,2974
1568,53920,562050,6771886,6621115,3152
1569,53950,559703,6774366,18782922,2087
1570,54100,582107,6778797,281883431,5270
1571,54110,578275,6775287,4025047,1101
1572,54120,576065,6778807,33067441,1766
1573,54190,580783,6767163,24499517,82
1574,54230,584436,6762012,99948805,652
1575,54250,576085,6757989,47012152,165
1576,54260,569221,6762679,73079537,785
1577,54270,570952,6750507,85018136,451
1578,54300,555962,6760309,83928642,618
1579,54310,564603,6758113,48531598,434
1580,54330,563127,6752424,63783955,420
1581,54390,553462,6753209,59297742,144
1582,54410,557256,6742745,254234953,916
1583,54430,553018,6731458,66056530,163
1584,54460,548362,6737957,46866836,86
1585,54490,537593,6739074,115697815,160
1586,54500,525790,6756445,346630844,2717
1587,54510,537367,6750663,101610938,406
1588,54530,542641,6757788,139402394,1193
1589,54550,544301,6747398,43712341,79
1590,54580,522785,6755198,18651057,38
1591,54590,518533,6756902,83471199,125
1592,54710,542504,6769518,168367928,1319
1593,54720,536775,6773247,29168523,156
1594,54750,530177,6769123,87431323,268
1595,54770,521322,6776876,214798268,510
1596,54800,533018,6786840,296532415,2525
1597,54820,544435,6778620,40921442,254
1598,54850,550554,6773094,38751630,1121
1599,54915,559303,6778376,5945356,1757
1600,54920,557294,6787596,240456846,1559
1601,54930,550319,6786916,77577537,302
1602,54940,547478,6794266,95387750,116
1603,54950,542358,6798057,70181422,96
1604,54960,567238,6781790,118342809,598
1605,55100,594307,6777962,96055364,9933
1606,55120,595222,6785395,5382409,3175
1607,55300,589772,6782980,26845883,966
1608,55320,591012,6785694,5223795,584
1609,55330,589197,6786020,3629885,58
1610,55400,595383,6788774,7008038,1330
1611,55420,592850,6787976,18413759,2081
1612,55510,596497,6786751,1549200,1335
1613,55610,599619,6780933,25124182,2820
1614,55700,598573,6786547,6856020,1400
1615,55800,603860,6788810,93434714,4125
1616,55910,602816,6790842,20726495,1584
1617,56100,600075,6798748,51893885,2079
1618,56120,594633,6794697,49094315,826
1619,56140,584733,6794897,215194878,226
1620,56210,596258,6810042,201807657,413
1621,56310,581324,6811095,351497619,195
1622,56330,576840,6801554,28778714,33
1623,56350,566426,6797482,193565916,19
1624,56410,606294,6804106,62209308,137
1625,56440,605511,6817636,236517831,218
1626,56510,604846,6795288,29929060,416
1627,56550,610880,6789417,24932830,129
1628,56610,612976,6801146,88770427,576
1629,56640,613818,6793134,28471668,99
1630,56710,618742,6797802,33641047,125
1631,56730,618240,6809593,134798683,301
1632,56800,621844,6817144,169299731,2391
1633,57100,596636,6850731,137336121,3950
1634,57120,597368,6861109,176351,31
1635,57130,599682,6860928,2177546,1912
1636,57170,597465,6862175,2125708,2013
1637,57200,600744,6860482,5659175,2426
1638,57210,603099,6862959,22055659,2622
1639,57220,603788,6860546,4165981,1425
1640,57230,609757,6847739,293284748,3168
1641,57310,593570,6875046,238888561,697
1642,57510,596158,6861761,1869291,486
1643,57600,594964,6857721,34876809,1870
1644,57710,594618,6863598,13631562,2826
1645,57810,590271,6857651,73872088,323
1646,58130,582272,6886888,72464216,131
1647,58140,577167,6892795,79237931,78
1648,58150,600937,6874616,47316513,216
1649,58160,597011,6880330,31737874,160
1650,58170,606329,6878322,70982119,255
1651,58175,602049,6886371,146410201,846
1652,58180,594062,6895231,196594916,145
1653,58200,619857,6871158,400298701,3243
1654,58220,608586,6869360,50676257,406
1655,58260,627744,6873832,107580890,180
1656,58300,613759,6896723,351141448,659
1657,58320,629317,6880836,142179423,174
1658,58350,634547,6883803,120809103,211
1659,58360,612690,6907660,150108334,189
1660,58390,616001,6915302,75189679,52
1661,58410,609435,6863777,25397629,618
1662,58420,611019,6858901,36830985,327
1663,58430,616730,6856575,66981534,484
1664,58450,621691,6851772,53571303,411
1665,58500,628447,6849492,65154959,1556
1666,58520,635219,6857297,188025034,304
1667,58550,627988,6842952,79549020,415
1668,58570,621475,6839834,54110471,73
1669,58580,617147,6832633,90728596,95
1670,58610,583788,6838484,84070623,138
1671,58620,590434,6830919,209268726,241
1672,58650,594194,6839781,133473144,107
1673,58680,603676,6830161,69152118,46
1674,58690,607629,6833713,129012945,98
1675,58700,569341,6854085,463530660,2046
1676,58720,574192,6838279,180730244,284
1677,58770,580494,6859022,107267373,212
1678,58810,585676,6865816,96955020,312
1679,58830,581916,6871999,103643149,292
1680,58850,572426,6870124,36997963,104
1681,58900,567720,6887225,455067919,2311
1682,58910,568091,6874747,28020496,190
1683,58920,558445,6879642,123271662,321
1684,58940,553746,6874891,94673910,231
1685,59100,636140,6826661,154409144,2116
1686,59130,630022,6817914,37880906,181
1687,59210,623468,6826131,59411834,139
1688,59310,629800,6834318,109721267,861
1689,59320,637332,6834347,24853362,82
1690,59410,639647,6839330,90450926,402
1691,59510,641724,6844805,38328695,385
1692,59520,646719,6838587,27816702,121
1693,59530,648723,6842826,22999945,75
1694,59610,645708,6847726,41632093,160
1695,59710,648280,6852402,30967711,106
1696,59720,652980,6848430,51097908,158
1697,59730,658545,6855664,69227590,111
1698,59800,649441,6866899,330016647,1524
1699,59810,642015,6864067,33298731,75
1700,59820,643019,6854963,55139373,145
1701,60100,288810,6968697,10341490,9983
1702,60120,288733,6970210,4198276,2628
1703,60150,290574,6966213,5000433,4634
1704,60200,291398,6960994,78992290,11511
1705,60220,286793,6967226,3166591,1828
1706,60280,288759,6961513,3559424,48
1707,60320,283411,6968579,26816392,7203
1708,60420,285592,6973646,36320396,1230
1709,60450,280119,6974739,43238009,423
1710,60510,290797,6970346,13217406,8868
1711,60550,294717,6974039,108930365,4341
1712,60560,283059,6978806,12392710,708
1713,60640,301343,6966712,106227502,684
1714,60720,280871,6964364,40570114,2173
1715,60760,283438,6957192,82814389,995
1716,60800,273881,6964445,194439233,5854
1717,61100,300528,6939162,169015807,2003
1718,61110,295028,6948325,19563912,189
1719,61120,290296,6952357,74051884,683
1720,61140,303747,6949368,21572519,127
1721,61150,306402,6958981,64883354,74
1722,61160,299520,6956493,95930777,576
1723,61170,310215,6952004,75506272,271
1724,61180,305936,6941982,59354340,213
1725,61220,267659,6946783,25010254,228
1726,61230,272380,6948482,76784340,708
1727,61250,274862,6943195,42819997,301
1728,61270,282212,6947331,78343067,618
1729,61280,274580,6936946,63357045,508
1730,61290,288290,6943433,32709339,108
1731,61300,261939,6952822,100288545,6603
1732,61310,262764,6957057,22964362,719
1733,61330,266963,6959715,68180314,2064
1734,61340,257504,6963203,64187815,258
1735,61350,264374,6968654,58005201,374
1736,61360,260797,6945402,106023905,999
1737,61370,257891,6942829,49428024,340
1738,61380,250753,6951076,77107051,177
1739,61400,273707,6991335,71093524,2034
1740,61410,275419,6980947,102629298,785
1741,61430,268897,6981119,60191557,401
1742,61440,278389,6999421,39292402,184
1743,61450,281509,6992496,103207445,586
1744,61460,284384,6987265,37851669,230
1745,61470,286062,6981827,33095971,450
1746,61500,262810,6993597,137671839,2710
1747,61520,272142,7002815,72746250,223
1748,61550,265309,6987763,59490141,656
1749,61560,264255,6978605,52405229,59
1750,61600,282874,6935557,105602411,3965
1751,61630,290086,6936322,56814592,292
1752,61640,295490,6928603,79597108,190
1753,61650,302868,6927442,143207186,347
1754,61680,279187,6929599,45376006,238
1755,61710,282170,6926506,31930408,280
1756,61720,286497,6917716,124290504,541
1757,61730,293975,6921122,123578103,234
1758,61760,277878,6917983,99680431,343
1759,61800,251477,6927533,118369327,8222
1760,61810,249899,6938134,41062359,294
1761,61820,244498,6937337,73384476,595
1762,61840,242181,6947718,81681316,284
1763,61850,261369,6930928,219408935,2151
1764,61860,257850,6939694,26277591,215
1765,61880,271312,6926589,80705439,190
1766,61910,265081,6915992,114268030,277
1767,61920,266015,6908256,39722070,65
1768,61940,255631,6918886,69624748,308
1769,61950,257168,6911183,68600889,160
1770,61960,254356,6902166,171208481,134
1771,61980,243922,6917833,263777897,897
1772,62100,296949,6988964,173131371,10852
1773,62130,290247,6994341,63857596,552
1774,62150,290919,7001074,8369103,129
1775,62160,305224,6984735,44445009,607
1776,62165,310151,6980815,26723461,348
1777,62170,315642,6981835,52426931,284
1778,62175,311285,6973612,55413998,133
1779,62185,304715,6976241,70155430,139
1780,62190,295713,6981167,51728387,577
1781,62200,299977,7005259,178587743,5703
1782,62220,294497,7003157,44127306,438
1783,62230,305300,7008019,41911867,389
1784,62240,314167,7005370,168779431,522
1785,62260,311458,6997423,54566946,189
1786,62280,307744,6991256,50810472,129
1787,62290,314866,6988585,70998466,260
1788,62295,320788,6993628,72625944,426
1789,62300,292021,7016427,102365421,2406
1790,62310,287249,7024944,204620326,1114
1791,62340,281777,7017027,17058201,100
1792,62350,286890,7030751,12136180,121
1793,62370,290155,7010378,629794,219
1794,62375,285148,7008590,135333561,2507
1795,62380,286390,7001380,24138035,209
1796,62395,279537,7006524,33166086,125
1797,62410,304890,7015513,48652802,319
1798,62420,307682,7025838,137942068,1006
1799,62430,302169,7028336,21942091,140
1800,62435,300281,7022835,35127354,119
1801,62440,297188,7027531,18674373,106
1802,62470,315311,7019864,110331052,430
1803,62500,322098,7033645,232090161,1510
1804,62510,322956,7030083,6161661,326
1805,62520,321776,7026151,28997706,139
1806,62540,315365,7039280,66674278,284
1807,62570,333130,7028826,63096121,204
1808,62600,329839,7015562,178172240,1862
1809,62610,321224,7014824,56597893,126
1810,62620,323928,7011182,38730398,194
1811,62630,324988,7003076,90263168,296
1812,62640,327658,6996777,35402167,122
1813,62660,339032,7017099,90508628,547
1814,62710,334750,6993066,57668100,769
1815,62720,328053,6991796,22954478,322
1816,62730,331760,6993863,5816474,234
1817,62740,335933,6987397,6862578,212
1818,62750,334363,6981584,56848875,208
1819,62760,326295,6984802,90269953,217
1820,62800,342512,7005876,137404806,2327
1821,62810,352702,7005477,61074936,118
1822,62830,340521,6998760,22504093,335
1823,62840,336123,7003987,13300133,51
1824,62860,337439,7010307,14532726,189
1825,62870,344369,7012448,17177007,51
1826,62880,349423,7013849,76560502,257
1827,62900,348187,6992591,259035126,4682
1828,62920,345218,6983595,26933273,83
1829,62940,343230,6992145,33202826,561
1830,62950,346185,6998111,60392056,431
1831,62990,360846,6996192,81870187,143
1832,63100,323592,6969418,35156337,1462
1833,63120,329013,6966259,73182436,341
1834,63130,316657,6965119,147087886,714
1835,63150,324318,6976306,99601463,404
1836,63160,316578,6975924,21959523,136
1837,63210,315643,6955042,71898893,106
1838,63230,323890,6956569,47120315,313
1839,63250,320833,6958765,8515261,111
1840,63300,326790,6939684,136694704,4832
1841,63320,334034,6932166,22830041,66
1842,63330,326073,6934000,33322363,158
1843,63340,327685,6927377,40906560,204
1844,63350,321429,6929063,49928315,213
1845,63355,314668,6925681,91995870,119
1846,63360,318552,6941332,61761390,257
1847,63370,312839,6939186,131816653,524
1848,63400,323506,6949303,47823187,1251
1849,63410,328350,6951680,31417917,437
1850,63430,330250,6958004,48387337,147
1851,63450,334875,6962633,20761239,61
1852,63500,345330,6973498,145341423,912
1853,63510,342176,6964847,71393652,274
1854,63530,335280,6972254,91204901,154
1855,63540,346237,6971990,15853475,201
1856,63600,336416,6951616,85630690,1236
1857,63610,335183,6941205,100837564,1104
1858,63640,341293,6956666,84188580,330
1859,63660,346983,6956490,38696292,179
1860,63680,341887,6943858,56719273,329
1861,63700,349771,6942221,280356649,4296
1862,63770,341208,6932305,48604843,202
1863,63780,344535,6924886,60685013,156
1864,63800,360458,6971261,481250528,1688
1865,63830,360213,6986325,38612955,75
1866,63880,352709,6963970,45834350,165
1867,63890,355128,6958613,43736697,115
1868,63900,365367,6938965,226483010,531
1869,63910,354375,6931533,39459468,196
1870,63920,359088,6946077,122990992,339
1871,63950,369897,6952323,53637073,51
1872,64100,217145,6900778,91199128,2955
1873,64140,215838,6922311,75195569,524
1874,64200,212014,6939076,112436684,3005
1875,64210,204326,6940488,50949900,431
1876,64220,214587,6948313,110240822,937
1877,64230,210168,6940192,15007576,980
1878,64240,209630,6932688,35795900,254
1879,64250,211020,6928851,53331075,368
1880,64260,203422,6932685,23182421,1339
1881,64300,215638,6913029,130587827,1698
1882,64320,222145,6909140,72326173,439
1883,64350,230139,6918585,228007708,1088
1884,64370,219847,6928387,61447804,276
1885,64440,213810,6894799,83229655,203
1886,64450,214674,6888950,20242097,57
1887,64460,210040,6903511,57794724,338
1888,64480,206385,6899459,41422249,238
1889,64490,205502,6889818,79673522,163
1890,64510,201753,6944438,49791176,428
1891,64530,204255,6950692,56588518,283
1892,64550,206294,6956690,45754242,269
1893,64610,216606,6958974,199275709,1113
1894,64700,231187,6938742,281750736,3320
1895,64720,221498,6937958,76919772,603
1896,64740,225388,6950612,58596136,247
1897,64760,235691,6940825,30951714,326
1898,64770,238715,6937366,72073114,502
1899,64810,228787,6906519,63608385,239
1900,64820,224576,6897514,91970132,178
1901,64830,232956,6902278,45856927,175
1902,64840,235283,6906846,16819532,44
1903,64850,240941,6905174,48997032,114
1904,64900,235063,6893861,275578462,1106
1905,64930,242806,6890296,57792625,179
1906,65100,229005,7007523,5900755,18071
1907,65130,228399,7006324,179911,0
1908,65170,226114,7007259,2588865,338
1909,65200,227628,7009407,1673947,5758
1910,65230,228822,7010497,4113753,5736
1911,65280,227119,7013611,30722568,7226
1912,65300,230461,7009130,4951655,5090
1913,65320,231695,7006592,5757050,6262
1914,65350,230533,7005076,3936742,3779
1915,65370,234958,7007627,13870625,4325
1916,65380,235592,7003897,39648699,3250
1917,65410,223898,7001175,81625795,2536
1918,65450,229865,6995857,67720079,2013
1919,65460,232709,6997713,15015143,353
1920,65470,234720,6990419,15062848,57
1921,65480,233937,6998956,10115533,267
1922,65520,238612,6997989,57614251,1456
1923,65610,233065,7011363,24383308,5894
1924,65630,232822,7015758,14746559,1353
1925,65650,235076,7017977,21744062,290
1926,65710,230327,7014966,7367917,609
1927,65730,228904,7017769,22637277,428
1928,65760,227410,7022210,36376589,296
1929,65800,218500,7024260,46096153,850
1930,65870,216705,7035878,66363905,339
1931,65920,213251,7022997,37402831,330
1932,65930,209478,7021073,44159853,359
1933,65970,208499,7029801,51670686,189
1934,66100,221943,6990771,100846163,2003
1935,66140,225123,6981412,137678826,1551
1936,66160,233385,6983909,72831331,298
1937,66200,204672,6975461,62698690,861
1938,66210,210182,6982310,54354287,544
1939,66220,204813,6996213,43641895,469
1940,66230,208703,6975138,19370307,78
1941,66240,216428,6978654,126729278,1017
1942,66260,228587,6974463,43162453,102
1943,66270,224120,6965787,169454671,853
1944,66280,208229,6968390,63100731,351
1945,66290,202907,6966443,34191188,326
1946,66295,201601,6961074,59575542,367
1947,66300,245314,6963776,156025656,2089
1948,66320,239584,6964251,22100236,324
1949,66330,236491,6967928,85553941,260
1950,66340,234931,6975706,66040117,339
1951,66350,250455,6966499,62352447,146
1952,66360,239766,6955065,76786268,380
1953,66370,231101,6957669,42274270,270
1954,66400,245690,6992170,80183274,6080
1955,66420,240498,6991850,49379336,332
1956,66430,250157,6994512,6422170,170
1957,66440,255892,6994914,74981978,1911
1958,66450,245597,6983028,134623489,867
1959,66460,248592,6981483,40046533,336
1960,66470,255518,6975926,176198340,329
1961,66500,251798,7002743,111847399,2291
1962,66510,245954,7004605,33578358,1266
1963,66520,241977,7007411,48466400,547
1964,66530,239551,7013491,50083602,1887
1965,66540,238400,7021598,45758595,585
1966,66550,242164,7021030,20149501,311
1967,66560,244923,7021265,29130326,233
1968,66580,246852,7012665,38456692,397
1969,66590,249511,7015657,17238350,185
1970,66600,262001,7010535,242522139,2774
1971,66640,253102,7018175,149870368,1044
1972,66660,258782,7020266,25183751,148
1973,66680,273653,7008455,26556054,100
1974,66710,263996,7022026,32384092,259
1975,66730,259432,7028648,23917403,64
1976,66800,270796,7026251,69714202,994
1977,66810,271821,7021423,56108710,310
1978,66820,274562,7015323,72787298,223
1979,66830,270967,7030094,18472335,468
1980,66840,278089,7031547,47608103,339
1981,66850,286371,7037129,155670365,955
1982,66900,285029,7046623,232010146,4016
1983,66910,279002,7057809,34363359,487
1984,66930,287090,7052494,44793745,233
1985,66950,272224,7043988,128813419,948
1986,66970,266461,7042698,78950913,461
1987,66980,269454,7035309,20439015,127
1988,66999,232406,7029086,27873912,65
1989,67100,308805,7084854,9206123,10297
1990,67200,308535,7086180,3426695,4419
1991,67300,310241,7087406,9709999,4007
1992,67400,312398,7089196,31286305,4781
1993,67410,315795,7086854,23760835,798
1994,67500,316267,7078060,102524849,1154
1995,67600,313529,7081855,23465020,2934
1996,67700,308760,7080820,19240331,5166
1997,67800,305709,7082029,18849416,3641
1998,67900,305803,7086563,8836765,1360
1999,68100,342665,7112465,195162992,2483
2000,68150,341138,7104262,32796169,298
2001,68210,327229,7095279,51660397,893
2002,68220,324936,7100504,13973021,125
2003,68230,330098,7101225,120388064,1125
2004,68240,335928,7101258,49703242,336
2005,68300,331809,7082547,311021357,3845
2006,68320,320168,7090696,53875068,809
2007,68370,345156,7069373,180769007,399
2008,68380,356130,7059390,206789116,342
2009,68390,352764,7057171,9186150,147
2010,68410,325692,7068165,218495347,1592
2011,68500,308046,7068804,271699520,2867
2012,68530,297133,7067094,31577208,643
2013,68550,296541,7090306,60732381,730
2014,68555,295338,7084571,23667320,1057
2015,68560,291058,7083603,45998870,1000
2016,68570,290589,7076894,57618384,2333
2017,68580,290250,7071432,3052346,835
2018,68600,288462,7066032,47673300,11656
2019,68620,282135,7066340,51488835,4909
2020,68630,285439,7066041,5313954,2554
2021,68660,289688,7069521,5866567,2144
2022,68690,283777,7059344,38729493,353
2023,68700,324300,7051074,220369964,1778
2024,68750,331556,7038380,31742675,252
2025,68800,296921,7060043,31797602,1212
2026,68810,302133,7062188,33813324,1578
2027,68820,306726,7054212,95775362,1124
2028,68830,307649,7061341,25550647,137
2029,68840,314457,7047836,98153130,326
2030,68870,295551,7063795,12290996,510
2031,68910,290224,7060188,44989803,1293
2032,68920,293787,7053978,58285408,458
2033,68930,300569,7050155,86379094,674
2034,68940,303946,7042321,95051233,488
2035,68970,301874,7035825,97795233,221
2036,68999,325451,7075921,30170181,68
2037,69100,348510,7092739,514537900,4984
2038,69150,362164,7089693,95164132,420
2039,69170,354183,7084302,55575881,294
2040,69300,369623,7074227,212463250,2146
2041,69310,359054,7078583,112483558,332
2042,69330,363356,7067613,39708322,137
2043,69340,370269,7064206,64417598,149
2044,69410,371276,7057226,191624104,431
2045,69420,374574,7050577,63292090,58
2046,69440,384570,7047567,228994567,470
2047,69450,390579,7038634,172666302,219
2048,69510,360480,7042570,229855105,810
2049,69550,373846,7038595,143401687,84
2050,69570,363497,7031094,142632574,275
2051,69600,337401,7056252,321665633,4060
2052,69660,350247,7049811,57903067,228
2053,69700,341271,7042471,137908372,1395
2054,69730,338133,7045326,4873928,512
2055,69750,350340,7036747,67105953,169
2056,69820,340042,7030730,143951231,630
2057,69830,351348,7027039,100201215,260
2058,69850,346278,7022847,60230131,199
2059,69910,357915,7023918,40869875,51
2060,69920,361463,7017167,150311524,508
2061,69950,370488,7016092,290947778,1296
2062,69970,383626,7025819,148765071,32
2063,69980,379585,7009825,187584351,973
2064,70100,539120,6969739,60202730,11769
2065,70110,534102,6974076,862142,3766
2066,70150,529978,6973053,6629174,5109
2067,70200,532271,6974998,4178088,6827
2068,70210,526476,6977399,18784514,72
2069,70240,531622,6976259,910859,90
2070,70260,529385,6979107,27163480,2470
2071,70280,532717,6976747,1570416,2210
2072,70300,533879,6975602,2097842,1219
2073,70340,534468,6976132,2247661,3756
2074,70400,535217,6978125,3256629,1020
2075,70420,533658,6980357,15466524,2342
2076,70460,536434,6976729,6879184,3842
2077,70500,536352,6974550,3413972,6863
2078,70600,533115,6973518,1328113,3450
2079,70620,533776,6972130,2973452,2287
2080,70700,531529,6971579,6056092,3930
2081,70780,532095,6969666,16244939,4770
2082,70800,524983,6969570,99800883,3314
2083,70820,534189,6966978,11870239,13484
2084,70840,536039,6968124,9204908,7146
2085,70870,532524,6957640,167943584,2755
2086,70900,538476,6984112,51708299,2992
2087,70910,534799,6982758,15757118,3088
2088,70940,544214,6982432,40546658,554
2089,71130,543837,6973707,93428685,539
2090,71150,551232,6979924,133637396,641
2091,71160,559565,6974165,144111576,1469
2092,71170,569505,6977900,25681542,102
2093,71200,576407,6969889,195876097,1508
2094,71210,566997,6970907,58736973,232
2095,71240,584259,6964235,66064961,220
2096,71260,571756,6960211,69006602,159
2097,71280,577999,6949026,236102593,222
2098,71310,553204,6959961,215331088,1204
2099,71330,543810,6955765,156703628,353
2100,71360,562224,6959415,118667682,176
2101,71380,566193,6949266,118192827,139
2102,71460,531241,6946646,72200281,481
2103,71470,532566,6939902,39051102,434
2104,71480,522278,6962195,81228574,1127
2105,71490,519963,6956816,83736906,263
2106,71520,520179,6976257,69143180,325
2107,71570,511234,6968276,127710352,1329
2108,71610,516229,6981979,301028,3
2109,71640,498666,6990101,110044409,207
2110,71650,516550,6983951,123799646,462
2111,71660,512632,6990984,53036499,101
2112,71670,507208,6993175,47787964,89
2113,71680,506541,6998746,74698378,220
2114,71690,504961,7002055,5757937,15
2115,71720,520234,6995079,36813221,642
2116,71730,518413,7001895,62199723,581
2117,71740,514638,6997956,22482404,85
2118,71745,511006,7004640,5677967,43
2119,71750,515145,7005137,38514374,1089
2120,71760,511821,7014723,95471868,278
2121,71775,504427,7009934,123079627,424
2122,71800,532039,6993778,252497879,10473
2123,71820,529621,7002287,46427684,828
2124,71840,539550,7002512,51925639,553
2125,71850,535394,6993520,3624607,2037
2126,71870,530152,6994033,3369588,462
2127,71890,525665,6994633,75127648,946
2128,71910,525443,7008361,97347015,776
2129,71920,523314,7014539,90036033,404
2130,71950,541704,7012135,54164800,106
2131,71960,535731,7017068,82017327,215
2132,72100,503784,6972930,378960695,1620
2133,72140,507132,6978296,7840094,42
2134,72210,486657,6982732,264020102,1140
2135,72220,486133,6969250,32163151,55
2136,72300,469985,6976592,226680603,1261
2137,72310,475406,6982791,95906386,231
2138,72330,479313,6971295,42473782,109
2139,72350,462084,6973467,100988799,272
2140,72360,466268,6965154,61282555,94
2141,72380,455388,6975970,61075270,113
2142,72400,492642,7014475,379794813,2743
2143,72430,493169,7027170,120480778,252
2144,72490,499827,7001396,37860950,14
2145,72510,482870,6995049,103196040,89
2146,72530,489328,6999258,109581781,209
2147,72550,481275,7006559,66567727,298
2148,72570,474645,7008141,59505250,102
2149,72600,466214,7003273,369851570,1948
2150,72630,472248,6991257,47559158,100
2151,72710,483106,7028474,174099272,420
2152,72740,473387,7032367,129385428,131
2153,72810,475534,7016158,80865670,139
2154,72840,467860,7026231,108562181,99
2155,72930,460192,7017466,80149321,106
2156,72950,460616,7023687,56261810,83
2157,72980,459595,7033487,82005841,75
2158,73100,522019,7028083,363726271,4924
2159,73110,524076,7019789,38691699,268
2160,73120,519317,7033991,57891632,532
2161,73200,539570,7026435,187715322,1748
2162,73230,541076,7034916,91996802,316
2163,73250,550629,7035797,110364019,181
2164,73300,556481,7012451,74689995,3025
2165,73310,551988,7017714,19905345,95
2166,73320,556824,7007134,294608589,1230
2167,73350,550201,7001063,89635601,444
2168,73360,544011,7001152,72588321,617
2169,73410,546822,6991240,106597932,238
2170,73460,560055,6988743,87090320,713
2171,73470,563738,6982655,56665350,318
2172,73500,568950,6993637,168888079,2688
2173,73600,577602,6986064,180807550,2085
2174,73620,586691,6993172,137850924,230
2175,73640,595367,6981735,100124641,103
2176,73645,595333,6989213,64105035,78
2177,73670,592148,6973780,261445713,471
2178,73710,575197,7001302,51999222,148
2179,73730,583817,7002954,60650069,70
2180,73770,573671,7009016,150659626,508
2181,73810,558155,7022099,146606060,309
2182,73830,568151,7019659,74004996,237
2183,73850,578454,7016845,100855024,95
2184,73860,581157,7018134,641710,0
2185,73900,566780,7046274,823211403,1325
2186,73970,566446,7024929,17544395,13
2187,73990,558903,7030257,53220230,148
2188,74100,508658,7046570,8005094,3821
2189,74120,510157,7050198,15281104,6347
2190,74130,511879,7046770,13540516,4842
