,postcode,X-koordinaatti metrein�,Y-koordinaatti metrein�,Postinumeroalueen pinta-ala,"Asukkaat yhteens�, 2017 (HE)"
736,25110,303562,6697795,66620718,350
737,25130,295124,6695738,83348896,1496
738,25160,294067,6689541,14862133,112
739,25170,285757,6691101,24377130,139
740,25180,299455,6702434,29342588,245
741,25190,295045,6704472,22799586,992
742,25210,279929,6696753,13474772,396
743,25230,275060,6695281,37240701,351
744,25240,274010,6703725,104011149,646
745,25250,282495,6707942,13142354,1009
746,25260,280310,6714220,121233671,1018
747,25320,288158,6718182,43535539,414
748,25330,292715,6716358,42911754,814
749,25340,297320,6718994,38696320,394
750,25360,293468,6708919,24270593,1244
751,25370,299529,6710255,74334206,689
752,25380,304992,6713550,54421862,462
753,25390,311248,6706585,114611158,783
754,25410,312821,6695523,134081517,1145
755,25420,318862,6698180,24860596,147
756,25430,320471,6702380,29174812,65
757,25460,302476,6687542,129655133,1174
758,25470,307497,6681435,114072218,279
759,25500,284825,6676291,172613096,3391
760,25520,286034,6686411,61112977,613
761,25540,293587,6684288,35262594,202
762,25550,298601,6677954,19496271,95
763,25560,294043,6676307,46752945,208
764,25570,278580,6686534,43633940,558
765,25610,276520,6676599,57494556,392
766,25630,274019,6670259,17834457,273
767,25640,270099,6661198,37364298,233
768,25650,269140,6679973,12638075,101
769,25660,273887,6681927,11849954,131
770,25700,261771,6677849,205792204,2332
771,25710,258053,6676118,19205626,316
772,25730,249333,6680319,35158688,99
773,25760,271668,6685758,25134562,132
774,25810,262788,6670463,17161197,57
775,25820,264367,6668026,11003092,102
776,25830,260152,6663753,61023348,491
777,25840,256533,6667922,39027253,261
778,25860,251149,6672869,39558176,312
779,25870,246378,6667132,72690267,897
780,25900,250181,6663701,71811698,1365
781,25910,255449,6654191,5936231,10
782,25930,243731,6653522,8728082,81
783,25940,248328,6647586,14989886,58
784,25950,245128,6644727,19287748,111
785,25960,240366,6654936,15276945,45
786,26100,204181,6790114,28455663,16046
787,26200,203519,6794323,22790064,5050
788,26410,206805,6794930,22609769,1626
789,26510,208977,6790880,20929853,2617
790,26560,212634,6785130,38690507,664
791,26660,206906,6787456,9794069,4858
792,26720,206259,6785780,2625452,380
793,26740,208388,6783038,25954362,540
794,26820,202721,6787253,5863796,1566
795,26840,203462,6785549,7110227,801
796,26910,204606,6782708,12231782,688
797,26930,205169,6777806,47294890,613
798,26950,200492,6781980,25795630,382
799,27100,215607,6797561,97573631,3375
800,27110,220178,6803208,58240851,562
801,27130,224023,6795269,45366559,322
802,27150,211461,6794716,51164353,1493
803,27160,202937,6802115,5985287,0
804,27170,210113,6805778,50964817,350
805,27220,218244,6782277,51979601,608
806,27230,222340,6785601,94244562,2075
807,27250,229285,6779166,15333601,142
808,27260,226916,6778021,41927845,181
809,27310,213351,6777684,42347986,508
810,27320,206799,6772535,44514459,753
811,27340,196056,6780412,37572588,455
812,27400,235764,6797530,50902635,1334
813,27420,230005,6795777,13108285,254
814,27430,228654,6801980,79243188,1176
815,27450,238969,6799491,21432928,210
816,27500,238133,6781406,78971685,3254
817,27510,233261,6788844,159163104,4148
818,27600,229153,6768964,126533494,726
819,27640,234610,6769869,42061864,300
820,27650,241094,6767308,101112225,305
821,27670,239797,6774641,35791800,159
822,27710,247240,6786779,50685971,1065
823,27730,243424,6791501,14036462,203
824,27740,242278,6795931,23942273,149
825,27750,253278,6785774,70725445,323
826,27800,256214,6769809,126005608,3083
827,27820,243613,6780746,27127370,718
828,27840,251784,6780738,13840179,447
829,27860,258429,6778323,69980776,341
830,27910,253610,6775285,2721588,161
831,27920,249496,6770248,44600302,264
832,28100,219402,6842461,37937700,12587
833,28120,221487,6827842,1715770,3599
834,28130,223910,6825770,4191925,6371
835,28190,219310,6837087,34307156,3784
836,28200,224030,6831288,9109902,4859
837,28220,227522,6831885,25325955,4937
838,28240,226939,6828140,3704659,755
839,28260,231192,6828566,31558491,983
840,28300,226027,6827501,2318672,2567
841,28330,226351,6825376,3236519,2756
842,28360,224966,6826700,2926627,4126
843,28370,225191,6825555,1077266,3136
844,28400,226015,6819636,27236594,5667
845,28430,225024,6823434,4837198,1612
846,28450,229249,6822023,26485769,4260
847,28500,222468,6825885,3932474,865
848,28540,221798,6824107,10641850,614
849,28560,220943,6818291,29930901,477
850,28580,218408,6821385,17900700,581
851,28600,218625,6827643,21427952,5115
852,28610,220132,6827180,3411416,3860
853,28660,213264,6826949,73884558,3739
854,28760,216469,6833652,24742906,2276
855,28800,212297,6836274,22248307,4244
856,28840,209717,6839088,8890459,880
857,28880,208551,6841210,4094724,394
858,28900,208288,6845403,21084745,951
859,29100,212597,6815643,137496493,3071
860,29180,218540,6809765,50530048,253
861,29200,240192,6809062,127724450,7091
862,29250,233816,6814009,89103067,4709
863,29270,227311,6809074,48426092,442
864,29280,225610,6814794,34236236,294
865,29310,233798,6823046,42177221,558
866,29320,239857,6820635,36900877,228
867,29340,245951,6827605,219457241,903
868,29350,236753,6829512,34709175,299
869,29570,223992,6837452,42391278,997
870,29600,232585,6839534,174873180,4695
871,29630,234498,6850444,247384019,1864
872,29640,240702,6856991,80322830,268
873,29680,248400,6843259,128805685,293
874,29700,217734,6852404,133642023,782
875,29720,221945,6847154,30515122,197
876,29740,218965,6861177,23612139,92
877,29750,215693,6859009,15741464,112
878,29760,210783,6862217,22987982,76
879,29790,218968,6869835,82347802,324
880,29810,231232,6875261,285421801,858
881,29830,241816,6871313,55955115,181
882,29860,224823,6866451,37412305,139
883,29880,229249,6861561,85709142,199
884,29900,211465,6875943,170890831,2239
885,29940,219253,6882408,118862711,267
886,30100,317240,6746257,251182166,10270
887,30300,316656,6744997,4426259,2549
888,30420,314313,6745804,11683036,4817
889,31110,313012,6763946,72557252,546
890,31130,319617,6759955,44411634,253
891,31140,309216,6769015,46572161,166
892,31160,304887,6771621,34118211,269
893,31170,323245,6763685,57944359,200
894,31230,330027,6757261,81012033,198
895,31250,334902,6752983,67071939,224
896,31300,329969,6746066,120132320,3120
897,31310,324363,6748119,8089164,90
898,31340,331107,6738922,91666265,553
899,31350,332807,6731548,102965944,235
900,31370,324844,6736375,286460,0
901,31380,322156,6733097,70552018,331
902,31400,310905,6726203,160950965,6137
903,31410,307578,6734947,49520298,365
904,31450,299730,6722947,55597250,359
905,31460,317926,6722068,54173077,236
906,31470,322843,6717986,202404491,698
907,31490,311843,6716459,51494443,244
908,31500,288435,6731117,201574398,2375
909,31520,297413,6732679,83026445,515
910,31530,302809,6730843,48158359,310
911,31600,309123,6745919,56203015,3661
912,31610,304886,6743252,34226440,447
913,31620,310547,6756390,30861714,403
914,31630,305083,6751972,54678485,591
915,31640,302144,6761301,126139998,2015
916,31650,300177,6765570,26533520,271
917,31700,322190,6770836,139247604,1445
918,31720,306961,6778016,46850997,386
919,31730,307608,6784902,51035366,110
920,31750,310866,6789517,22894658,52
921,31760,313552,6778422,68739036,1887
922,31810,295634,6787273,69596504,399
923,31830,302006,6790425,64327871,267
924,31850,296005,6778943,27145485,152
925,31860,301161,6778428,66614341,285
926,31900,289082,6780926,131969316,1818
927,31930,283029,6785828,33460374,124
928,31950,295873,6772343,36324546,161
929,31960,289756,6770733,25023740,71
930,31970,284446,6775659,32367981,151
931,32100,297516,6744201,133272554,2020
932,32140,294651,6753525,43642257,302
933,32200,286872,6751561,169527519,8247
934,32210,280789,6756714,49347089,2308
935,32250,283321,6762564,35168458,309
936,32260,285680,6767794,41440959,163
937,32270,292392,6763199,62151055,455
938,32280,296675,6760283,26080975,180
939,32300,279065,6742802,149403482,1272
940,32410,274282,6753886,67222170,574
941,32430,274751,6758858,15480966,83
942,32440,276265,6766521,122450408,1764
943,32450,274198,6771081,58704689,256
944,32500,265943,6755364,94666663,1190
945,32520,261553,6759151,15795752,157
946,32560,264043,6764966,61584628,454
947,32610,266192,6773236,90813872,992
948,32620,269031,6778203,44909337,390
949,32700,268642,6787946,275881363,7737
950,32710,268054,6796670,63565815,616
951,32730,274235,6797949,49506674,738
952,32740,267422,6804196,47134635,1736
953,32760,277711,6786370,30936833,155
954,32770,278253,6778435,33995433,221
955,32800,252308,6801410,189885691,3974
956,32810,245898,6798419,66744658,1820
957,32830,256706,6799637,43188538,471
958,32860,247836,6815479,36959361,161
959,32910,261297,6804158,35351928,290
960,32920,257143,6814596,169852940,561
961,33100,328559,6822022,4482750,17114
962,33180,328447,6825008,5758971,2277
963,33200,327092,6821989,946334,6459
964,33210,327191,6823395,1130608,5962
965,33230,326176,6822703,3895401,6011
966,33240,324858,6822331,1404563,1653
967,33250,325312,6824021,3603053,2336
968,33270,323050,6823162,6661602,7624
969,33300,320546,6822212,7632614,5083
970,33310,320345,6824078,3062071,7203
971,33330,317718,6823891,7694879,3360
972,33340,319169,6824899,3233387,5184
973,33380,318008,6820973,1919940,32
974,33400,322698,6826318,9900895,8728
975,33410,326114,6826254,8285222,4622
976,33420,321061,6825741,2502350,2104
977,33430,318678,6826591,5695557,2908
978,33450,324221,6829269,19287731,2882
979,33470,317614,6828828,25859352,6216
980,33480,322370,6832731,32911107,7420
981,33500,329774,6824056,3977828,11344
982,33520,330717,6823427,1680668,969
983,33530,331206,6822159,1426277,5068
984,33540,329978,6822206,1576766,9629
985,33560,333053,6823597,15506701,10188
986,33580,335740,6821953,9813300,15504
987,33610,337209,6824405,9768509,3794
988,33680,338795,6829391,188798675,1648
989,33700,331800,6820795,2155247,1729
990,33710,333848,6818783,10711350,18171
991,33720,332712,6816498,12205015,25228
992,33730,335534,6819725,2528361,1887
993,33800,329704,6820425,3210223,5316
994,33820,329730,6818651,8893410,9137
995,33840,327840,6817141,7161134,3462
996,33850,325290,6815817,7477369,2403
997,33870,331821,6814058,15683357,3965
998,33880,327093,6813615,15053834,3767
999,33900,326553,6819712,7648211,11450
1000,33920,324776,6817605,3844190,1260
1001,33950,323989,6820083,8714689,5752
1002,33960,321505,6816351,35833882,10457
1003,33980,316122,6814662,57064621,1484
1004,34110,315808,6836477,33413008,1364
1005,34130,321239,6837004,32381130,1242
1006,34140,321206,6842190,82308866,801
1007,34150,316823,6851769,73831063,402
1008,34180,325759,6848900,58707406,147
1009,34240,333283,6835748,81663441,1688
1010,34260,334363,6846833,190167652,888
1011,34270,343639,6851804,124026609,297
1012,34300,326978,6871280,341787042,1477
1013,34320,325925,6858162,62916110,214
1014,34330,320675,6855912,53565136,259
1015,34410,340271,6857316,38103437,176
1016,34420,337693,6863535,26140977,49
1017,34430,344061,6860282,48249049,123
1018,34450,348519,6864703,112567223,322
1019,34510,317287,6874450,75563190,107
1020,34530,310323,6875426,47407052,68
1021,34550,315650,6886429,209023415,150
1022,34600,341360,6874569,215830060,2546
1023,34640,343346,6883792,75806474,208
1024,34710,326287,6892999,113007640,355
1025,34730,317980,6900073,108159273,99
1026,34740,325508,6901711,25564180,79
1027,34770,311238,6912055,149042081,223
1028,34800,331291,6904481,312420450,4524
1029,34870,337886,6888611,143561950,559
1030,34910,318991,6916546,72070723,102
1031,34930,326036,6921181,89494929,300
1032,34950,334884,6915625,94016204,212
1033,34970,335698,6921636,23274072,115
1034,34980,338793,6923599,87880751,366
1035,35100,364452,6837311,96607606,2943
1036,35220,369588,6830244,87320439,499
1037,35240,376697,6826942,63243494,180
1038,35260,371478,6835628,5076365,12
1039,35270,378997,6834112,89762544,158
1040,35300,358441,6839998,311039974,4611
1041,35320,356118,6850985,86538436,560
1042,35400,386504,6846982,231840994,874
1043,35420,376323,6849832,75989655,106
1044,35480,379279,6841751,31473441,55
1045,35500,359621,6858123,105885557,1026
1046,35520,365613,6859734,24533309,84
1047,35530,369912,6865203,110267114,277
1048,35540,371702,6855646,112064913,403
1049,35550,365642,6849183,29660987,161
1050,35600,384703,6862523,127918279,1281
1051,35610,379005,6863466,34448282,90
1052,35630,384672,6867494,44476226,170
1053,35700,364534,6881011,326190925,3227
1054,35740,359659,6873631,68425576,98
1055,35750,354223,6872852,113991530,278
1056,35800,374471,6882232,36651865,4083
1057,35820,383365,6877464,204513745,2084
1058,35990,371803,6890907,130794065,1089
1059,36100,339956,6821656,8746966,1299
1060,36110,341365,6824553,14830852,2888
1061,36120,346588,6829821,82734517,1096
1062,36200,343085,6816497,175924429,10115
1063,36220,339666,6818703,8571116,5226
1064,36240,337674,6820189,6052538,4939
1065,36270,348662,6815780,48357859,1397
1066,36280,344816,6821184,455083,162
1067,36340,355319,6826782,40975131,245
1068,36420,359818,6820089,99809444,1790
1069,36430,364322,6814601,59318450,454
1070,36450,362911,6809685,53853636,228
1071,36520,353286,6812676,47252297,360
1072,36570,347152,6809085,46041526,296
1073,36600,355333,6803208,164837254,3451
1074,36640,354631,6798567,37618441,388
1075,36660,357449,6794521,31849829,207
1076,36720,367211,6803349,65518532,568
1077,36760,373483,6804885,84453499,811
1078,36810,368572,6821771,74708246,521
1079,36840,377070,6817893,83732537,314
1080,36880,385224,6821511,88495101,134
1081,36910,378607,6809821,71764190,352
1082,36930,384745,6807007,75493214,174
1083,37100,314598,6823493,15864820,6687
1084,37120,309299,6817387,58052847,10323
1085,37130,311378,6823034,13467433,4653
1086,37140,309810,6820737,12234033,2623
1087,37150,315874,6823038,7240173,4100
1088,37180,299981,6815673,51561718,378
1089,37200,303476,6824353,92510304,2532
1090,37210,300239,6823418,962705,24
1091,37240,306682,6822824,4862763,774
1092,37310,305651,6810895,70276276,860
1093,37350,301425,6805467,33991436,158
1094,37370,309705,6802837,153001831,1051
1095,37380,306602,6794842,33199884,175
1096,37420,316336,6794158,79606854,789
1097,37470,318301,6801161,39259969,2000
1098,37500,328114,6801152,153531537,8257
1099,37530,319434,6809193,45443953,554
1100,37550,330674,6808469,28762306,5129
1101,37560,327911,6810197,31724449,4536
1102,37570,331086,6806222,23122098,446
1103,37600,344406,6796533,144849914,11391
1104,37630,338240,6800167,38676456,7065
1105,37700,342903,6788090,22039203,447
1106,37720,348671,6786159,54966580,199
1107,37740,352920,6790295,31346747,280
1108,37770,340400,6783076,52894779,473
1109,37800,330235,6781058,181847481,9310
1110,37830,323921,6791032,59599088,5553
1111,37850,331764,6792271,30253967,352
1112,37860,336179,6792587,39681762,896
1113,37900,322106,6779727,25888996,281
1114,37910,318133,6785386,78592332,1312
1115,37960,327329,6782886,7420194,257
1116,38100,289390,6819229,70594192,845
1117,38120,294923,6814395,28923927,237
1118,38130,288876,6814258,1597320,17
1119,38140,293275,6810282,58548829,367
1120,38200,281548,6806545,23650849,6292
1121,38210,279608,6814305,160058108,4182
1122,38220,292477,6803819,120159868,806
1123,38250,283613,6800342,84155768,1393
1124,38270,294457,6795432,76050159,335
1125,38280,285239,6792795,59057517,440
1126,38300,271801,6808237,127223270,1822
1127,38360,264527,6822301,161989241,1171
1128,38420,294108,6825096,60928881,1047
1129,38460,282820,6826067,139604232,1765
1130,38470,283739,6831667,43964209,269
1131,38490,291602,6832322,15210962,78
1132,38510,274475,6835286,228674032,1175
1133,38600,262005,6836569,254167425,1474
1134,38650,259045,6845565,56061100,159
1135,38670,257019,6839637,54053466,180
1136,38680,250803,6852091,40251333,96
1137,38700,258863,6858365,125779353,6130
1138,38710,255787,6861134,3060439,2049
1139,38720,266075,6851811,97276496,416
1140,38740,252444,6860785,31019895,400
1141,38750,247724,6857600,50133971,251
1142,38760,245242,6864089,61598445,368
1143,38770,253976,6866090,27485529,449
1144,38800,273165,6861683,195405302,1590
1145,38840,264283,6872380,139579406,833
1146,38860,269607,6872830,46497718,202
1147,38910,254879,6873589,140127846,531
1148,38920,249870,6875744,43696895,208
1149,38950,249131,6883234,263293789,1288
1150,38970,254415,6893137,67325128,260
1151,39100,297218,6836510,131518588,3460
1152,39110,300678,6834670,15704149,215
1153,39130,305347,6832851,46748772,775
1154,39150,311370,6831980,56447191,887
1155,39160,314693,6831821,11373703,4022
1156,39170,301024,6828478,15582018,173
1157,39180,293636,6835569,10100772,98
1158,39195,286011,6838819,26602741,161
1159,39200,296149,6843346,86331811,4844
1160,39230,297150,6847608,18379080,195
1161,39290,283802,6843689,67366326,150
1162,39310,305103,6848643,93975496,1023
1163,39340,312569,6849736,41858814,292
1164,39360,309320,6843221,37487546,242
1165,39380,311710,6840334,14004177,184
1166,39410,303777,6856371,98936429,313
1167,39430,298272,6861325,61705246,172
1168,39450,310365,6864328,141980798,120
1169,39500,288786,6858028,118639151,4571
1170,39530,283187,6852054,169762475,1006
1171,39580,290239,6868267,99937315,376
1172,39590,294589,6864490,51548339,237
1173,39610,280831,6870453,60952411,207
1174,39620,275028,6880338,160941672,189
1175,39660,284909,6878909,68693344,247
1176,39700,294064,6883207,466189528,5397
1177,39750,288654,6903371,164595586,355
1178,39770,306868,6884262,60590539,78
1179,39780,289206,6874782,19394336,207
1180,39810,299910,6893593,76219167,325
1181,39820,301859,6906014,275197055,1523
1182,39880,307108,6894959,39101339,141
1183,39920,274872,6892167,94426015,163
1184,39930,266779,6899070,77952420,1059
1185,39940,264402,6890676,99324453,250
1186,39960,272009,6901842,61023460,435
1187,39965,276875,6908565,52313425,194
1188,39980,272217,6910506,40034330,175
1189,39990,280632,6902488,70169781,102
1190,40100,435225,6901698,3685584,14165
1191,40200,433995,6904664,4661663,4289
1192,40250,435895,6906629,9693847,6043
1193,40270,431048,6910146,79331244,11824
1194,40320,437655,6906254,15263233,5413
1195,40340,438922,6905104,5626310,6433
1196,40400,437552,6902012,3943964,4215
1197,40420,439129,6901363,5488211,4718
1198,40500,429111,6897681,23669452,3266
1199,40520,436352,6898960,13835834,16643
1200,40530,432091,6895829,23435393,6017
1201,40600,433298,6900409,1435689,2286
1202,40620,432923,6900516,283346,428
1203,40630,430072,6901709,12324639,3780
1204,40640,430815,6900052,7580303,6408
1205,40660,427666,6904316,20756022,701
1206,40700,433446,6901623,1628354,5279
1207,40720,434181,6902820,1508094,2685
1208,40740,432648,6903697,4629150,7317
1209,40800,442600,6901832,62636935,8189
1210,40820,438882,6897070,16810627,895
1211,40900,435523,6887535,29806180,3367
1212,40930,435408,6893633,13074541,1527
1213,40950,428137,6889504,155606487,8100
1214,41120,432614,6914074,49569928,1971
1215,41140,424485,6917679,41560786,647
1216,41160,431916,6919113,51622584,4809
1217,41180,431660,6924785,51254274,776
1218,41210,423918,6924345,45587302,451
1219,41220,415188,6921926,66740958,313
1220,41230,418463,6930889,103615784,1678
1221,41240,409296,6928106,92187555,238
1222,41260,413312,6939579,37923592,150
1223,41270,418152,6941637,82489892,518
1224,41290,427845,6932017,62859322,906
1225,41310,441296,6910516,32196866,3165
1226,41325,451888,6916308,51601463,300
1227,41330,444119,6913483,58067820,2633
1228,41340,446537,6917753,37185706,5666
1229,41350,440464,6922155,51630274,800
1230,41360,438623,6927888,53146901,456
1231,41370,451944,6924927,190378589,1085
1232,41390,451195,6932039,58398161,418
1233,41400,456526,6905653,219078766,3362
1234,41410,460595,6892018,47727132,191
1235,41440,456551,6896944,34498259,217
1236,41450,447360,6899904,67959542,658
1237,41490,466129,6905040,103128354,779
1238,41500,474111,6905428,136774847,1364
1239,41520,474150,6919382,200870693,1931
1240,41530,465346,6916300,32121516,162
1241,41540,465035,6927056,76446991,225
1242,41550,462062,6932832,37180578,165
1243,41560,474125,6927890,63131264,147
1244,41580,480800,6908733,79655099,258
1245,41630,440591,6888178,94194948,409
1246,41660,451528,6884241,315201416,1849
1247,41710,444061,6872629,137518507,271
1248,41730,444705,6862775,54796435,28
1249,41750,462489,6873883,87279063,87
1250,41770,454318,6865191,173640640,622
1251,41800,422124,6878534,383587737,3602
1252,41820,415794,6872622,50015544,314
1253,41840,416504,6886757,31986818,82
1254,41860,420388,6892256,27031269,295
1255,41870,430269,6863007,107845373,167
1256,41880,436451,6870398,68491728,124
1257,41900,403870,6906140,262411835,2590
1258,41920,412905,6906140,76450805,636
1259,41925,413527,6914877,35217693,171
1260,41930,417712,6903603,58524347,844
1261,41940,420976,6907210,135727818,1387
1262,41970,397587,6905385,43585710,56
1263,41980,406872,6916456,76814884,170
1264,42100,405623,6859095,773415744,10095
1265,42140,411016,6872800,58453393,283
1266,42220,406604,6854998,14348463,1045
1267,42300,404060,6869188,58583063,5405
1268,42330,400329,6877835,70057836,412
1269,42440,400638,6888417,333756804,638
1270,42520,392476,6906040,86460415,159
1271,42560,387225,6888057,43418282,65
1272,42600,388274,6927180,515072304,1385
1273,42660,402907,6932781,111883712,125
1274,42700,378668,6909036,608966021,7854
1275,42720,378705,6900875,1162677,29
1276,42800,366600,6904631,129219762,1147
1277,42820,362251,6899084,47032341,82
1278,42830,355903,6900434,47437853,56
1279,42840,354692,6890951,78979232,127
1280,42850,348197,6895952,95393051,133
1281,42870,345634,6907540,176354891,416
1282,42910,362685,6919366,273326485,305
1283,42930,352985,6914343,156074227,103
1284,43100,412202,6953271,339678760,6167
1285,43130,412996,6947781,28125267,408
1286,43170,424546,6966548,236722967,226
1287,43220,397065,6944921,175625800,412
1288,43240,398914,6956776,51117379,172
1289,43250,405225,6957897,50625768,296
1290,43270,399361,6965766,137620056,489
1291,43300,414926,6985477,388631570,1187
1292,43340,411161,6971878,113165258,163
1293,43390,412686,6999596,65712975,78
1294,43420,383930,6944295,91672435,60
1295,43430,376131,6942405,108405141,41
1296,43440,384759,6953176,180620672,500
1297,43480,388320,6962435,47216195,136
1298,43490,378168,6962440,170904804,163
1299,43500,388532,6973021,183390499,2865
1300,43520,383201,6983862,104649571,224
1301,43540,381331,6971886,37067375,146
1302,43560,372361,6976861,170112298,182
1303,43610,403509,6975064,50558770,85
1304,43640,392989,6978687,41729407,142
1305,43660,396867,6984516,143324109,237
1306,43700,373872,6994235,346871679,1205
1307,43720,387540,6997087,110206889,105
1308,43800,397239,7004780,434487056,979
1309,43840,404146,6992104,35832726,43
1310,43900,399668,7029128,367557608,1362
1311,43940,403552,7019474,85245390,228
1312,43960,411636,7018469,112149118,64
1313,44100,434233,6941117,39896324,4160
1314,44120,434973,6944562,6189270,2515
1315,44150,430616,6951273,149160714,3218
1316,44160,430217,6937483,29879682,519
1317,44170,425466,6941123,62239162,529
1318,44190,424393,6947557,30354441,243
1319,44200,441658,6936783,85651907,4441
1320,44220,439371,6945337,15545990,398
1321,44250,435856,6933528,43656491,557
1322,44260,445380,6945809,81739783,288
1323,44280,450839,6953169,224424830,865
1324,44300,463711,6946514,246511241,1762
1325,44320,472537,6937455,95034811,136
1326,44330,457055,6936984,84288849,292
1327,44350,472539,6951567,162555183,365
1328,44370,456677,6964259,155169407,169
1329,44400,440587,6961563,94348459,667
1330,44420,436814,6955941,61820323,366
1331,44440,436537,6968587,85543115,117
1332,44460,440417,6972409,113388060,133
1333,44480,439648,6978990,96159316,147
1334,44500,437794,6996245,277224231,4202
1335,44530,444994,6982306,93605917,168
1336,44580,424951,6994249,87634222,215
1337,44590,428024,6982457,70745945,68
1338,44610,443284,7010897,102734051,160
1339,44630,451433,7011290,138810584,174
1340,44640,449813,6997753,150634091,356
1341,44670,454178,6985025,135324578,152
1342,44680,457063,6992556,66956053,61
1343,44730,432529,7013250,56382553,99
1344,44740,427146,7010025,115534463,197
1345,44760,420013,7004563,224325053,297
1346,44770,418238,7006531,11690497,23
1347,44790,419229,7011019,27157046,50
1348,44800,426718,7025042,332698676,2469
1349,44860,417727,7035046,192753516,231
1350,44880,413973,7047312,216379959,599
1351,44910,430407,7041239,107318766,218
1352,44920,438812,7034979,88878349,210
1353,44950,439691,7023897,82598985,186
1354,44970,449580,7027566,230357066,171
1355,45100,488418,6747128,66447544,9393
1356,45120,485568,6747289,3492445,3952
1357,45130,481111,6747581,7164286,1742
1358,45150,484945,6746138,4176956,4835
1359,45160,484809,6750305,3549755,5066
1360,45200,487177,6749296,11195741,5988
1361,45330,483674,6754954,13970907,304
1362,45360,487278,6753444,16749698,3819
1363,45370,491179,6759111,110727737,2714
1364,45410,496769,6750985,80276581,839
1365,45460,498909,6744041,40128943,184
1366,45610,475690,6742452,138259146,5076
1367,45700,480268,6752431,15385997,8925
1368,45720,481766,6750514,9162075,2700
1369,45740,474671,6751036,41392102,2778
1370,45750,479708,6753320,211788,69
1371,45810,475422,6757278,42544207,1515
1372,45910,481580,6758036,46413688,2650
1373,45940,478910,6761601,26431121,295
1374,46110,505019,6773412,152637231,365
1375,46140,498552,6776694,39122603,141
1376,46230,494002,6770360,146054681,491
1377,46400,509012,6750539,124443457,472
1378,46430,503367,6760487,98616175,270
1379,46450,507228,6744875,52521973,164
1380,46530,511752,6762016,103005870,166
1381,46570,518230,6746501,39264370,40
1382,46710,502987,6737424,172797516,739
1383,46730,504566,6730066,20276073,114
1384,46750,499607,6728197,32661732,288
1385,46800,490777,6740412,58159508,4714
1386,46810,484682,6736315,63117832,1406
1387,46860,491254,6734741,11915222,575
1388,46900,493856,6728134,68350359,3644
1389,46910,488088,6728633,33016938,1888
1390,46930,488745,6721385,41783998,216
1391,46950,485376,6721486,14339752,62
1392,46960,482044,6729155,61683699,309
1393,47110,478103,6735489,9411957,92
1394,47150,476920,6725052,28817983,153
1395,47200,470313,6731888,166322117,2330
1396,47260,471298,6724792,23219140,131
1397,47310,461470,6738381,59730879,245
1398,47350,460629,6731324,27123481,131
1399,47400,464803,6749155,155034947,4638
1400,47440,459012,6743418,24800534,143
1401,47450,454477,6746265,40784795,260
1402,47460,454022,6752878,2367583,69
1403,47490,456334,6758148,104979837,324
1404,47520,466607,6756568,14725342,166
1405,47540,470906,6759044,43994659,178
1406,47610,464463,6760964,59559538,135
1407,47650,463148,6767502,53730746,201
1408,47710,469193,6776429,275617048,1101
1409,47760,477821,6786097,153316333,122
1410,47810,484330,6771122,87764749,292
1411,47830,481643,6767659,15076736,116
1412,47850,479006,6771757,53793335,137
1413,47900,489001,6776619,58033499,246
1414,47910,487762,6784573,54765072,29
1415,48100,502388,6695024,33862143,10543
1416,48130,496764,6701823,1025444,676
1417,48200,496178,6704915,2940863,1683
1418,48210,495262,6704140,434503,279
1419,48220,494835,6705300,1723341,1357
1420,48230,494433,6706653,2677920,1467
1421,48300,491301,6703942,4503499,1244
1422,48310,493800,6700563,14977054,4459
1423,48350,491982,6705319,1506422,3521
1424,48400,492297,6706764,6254227,4139
1425,48410,489545,6711878,38815093,1674
1426,48600,496367,6708827,9846248,7124
1427,48700,494270,6708488,2286637,2469
1428,48710,493347,6709601,2666740,1332
1429,48720,493478,6715063,37519107,1802
1430,48750,491340,6714951,6073136,180
1431,48770,497372,6711493,3916437,1855
1432,48800,498462,6710288,3235523,2236
1433,48810,499628,6712275,16444702,768
1434,48900,497583,6706773,3332686,1356
1435,48910,498628,6707548,2789462,1438
1436,48930,498965,6703601,769355,326
1437,49200,488458,6706617,28229164,796
1438,49210,486166,6705604,1479247,1004
1439,49220,482285,6709001,106604758,1767
1440,49240,480822,6702949,29055476,361
1441,49270,474882,6707458,72915955,856
1442,49290,480749,6718472,92855650,420
1443,49300,498437,6716695,22249525,693
1444,49340,495932,6720231,25564697,124
1445,49400,514459,6716186,124663860,9964
1446,49410,508034,6715130,2829052,1898
1447,49420,506870,6712707,6701867,1977
1448,49460,508574,6711714,9114825,1152
1449,49480,505318,6714815,13327340,461
1450,49490,502748,6713205,18763385,1436
1451,49510,508694,6719725,12298821,1154
1452,49520,504415,6719039,31010257,265
1453,49540,502268,6723548,52779360,470
1454,49570,509826,6729796,75099276,418
1455,49610,512965,6717301,2021535,98
1456,49630,513033,6721265,5621766,99
1457,49640,515127,6724336,29793212,169
1458,49660,520232,6736317,194107407,571
1459,49700,540210,6728185,106719236,864
1460,49720,541517,6732587,35772430,61
1461,49730,548243,6725857,65001021,288
1462,49750,532389,6726774,32420958,142
1463,49760,530237,6732697,44450574,211
1464,49770,526498,6726766,46618371,228
1465,49780,521013,6724808,58553911,91
1466,49840,519979,6709735,25939303,138
1467,49860,524071,6710615,75082887,671
1468,49900,536838,6716345,159966453,1867
