,Talotyyppi,m2,Vh,em2,Rv,Krs,Hissi,Kunto,Tontti,postcode,X,Y,PA,Asukkaat,vaestontiheys
2462,rt,13350,392000,2936,1969,-1/2,ei,hyvä,oma,660,385356,6680111,2559655,6702,0.002618321609748189
2463,rt,14400,636800,4422,1970,1/2,ei,hyvä,oma,660,385356,6680111,2559655,6702,0.002618321609748189
2464,rt,9450,217000,2296,1974,1/1,ei,tyyd.,oma,660,385356,6680111,2559655,6702,0.002618321609748189
2465,rt,7900,305000,3861,1966,1/1,ei,hyvä,oma,660,385356,6680111,2559655,6702,0.002618321609748189
2466,rt,8050,465000,5776,2019,1/1,ei,hyvä,oma,660,385356,6680111,2559655,6702,0.002618321609748189
2467,rt,8050,465000,5776,2019,1/1,ei,hyvä,oma,660,385356,6680111,2559655,6702,0.002618321609748189
2468,ok,14900,278000,1866,1978,-1/2,ei,huono,oma,660,385356,6680111,2559655,6702,0.002618321609748189
2469,rt,9000,347000,3856,1981,1/1,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2470,rt,8450,336000,3976,1980,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2471,rt,7650,345000,4510,1985,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2472,rt,8250,495000,6000,2020,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2473,rt,7450,319000,4282,1985,1/1,ei,hyvä,vuokra,670,385316,6681518,3040959,6025,0.0019812828781973057
2474,rt,8050,340000,4224,2000,2/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2475,rt,11300,300000,2655,1978,1/1,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2476,rt,8000,309000,3863,1984,1/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2477,rt,7450,295500,3966,1985,1/1,ei,hyvä,vuokra,670,385316,6681518,3040959,6025,0.0019812828781973057
2478,rt,8500,320000,3765,2001,-1/2,ei,hyvä,vuokra,670,385316,6681518,3040959,6025,0.0019812828781973057
2479,ok,11300,365000,3230,1951,-1/3,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2480,ok,8500,234000,2753,1976,2/2,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2481,rt,11900,437000,3672,1995,1/1,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2482,rt,12200,450000,3689,1984,2/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2483,ok,17200,575000,3343,1982,-1/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2484,rt,10300,388000,3767,1975,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2485,rt,10600,429000,4047,1995,1/1,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2486,ok,14200,498000,3507,1989,2/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2487,rt,10000,590000,5900,2020,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2488,rt,12600,515000,4087,1997,-1/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2489,rt,11850,488000,4118,1980,2/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2490,rt,8950,409000,4570,1975,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2491,rt,10000,593000,5930,2020,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2492,ok,11700,450000,3846,2005,2/2,ei,hyvä,vuokra,670,385316,6681518,3040959,6025,0.0019812828781973057
2493,rt,9600,640000,6667,2016,-1/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2494,rt,10000,397000,3970,1985,1/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2495,ok,10200,505000,4951,1992,2/2,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2496,ok,11600,380000,3276,1975,2/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2497,rt,9000,536000,5956,2020,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2498,rt,9100,325000,3571,1980,1/1,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2499,rt,9000,536000,5956,2020,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2500,rt,9300,375000,4032,1984,-1/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2501,ok,23450,655000,2793,1985,2/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2502,rt,12200,451000,3697,1984,2/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2503,rt,10400,464000,4462,1989,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2504,rt,8650,310000,3584,1985,1/1,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2505,ok,11500,355000,3087,1950,-1/2,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2506,rt,10100,633000,6267,2015,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2507,ok,22300,770000,3453,1993,3/3,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2508,rt,17900,447000,2497,1975,1/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2509,rt,8950,377000,4212,1975,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2510,rt,9000,378000,4200,1978,1/1,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2511,rt,8500,319000,3753,1978,1/2,ei,hyvä,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2512,rt,12500,320000,2560,1985,1/1,ei,tyyd.,oma,670,385316,6681518,3040959,6025,0.0019812828781973057
2513,rt,8350,382000,4575,1982,1/1,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2514,rt,8850,374000,4226,1992,2/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2515,rt,10150,235000,2315,1974,1/1,ei,tyyd.,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2516,rt,7900,240000,3038,1981,1/1,ei,tyyd.,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2517,rt,15300,425000,2778,2007,1/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2518,kt,6400,177000,2766,1968,1/2,ei,huono,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2519,rt,6600,259000,3924,1984,1/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2520,rt,7100,190000,2676,1910,1/2,ei,tyyd.,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2521,rt,7850,342000,4357,1986,2/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2522,rt,10100,415000,4109,1972,1/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2523,rt,11550,451000,3905,1972,1/1,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2524,rt,9550,385000,4031,2001,1/3,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2525,rt,14250,469000,3291,1988,-1/2,ei,tyyd.,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2526,rt,10600,550000,5189,2019,1/1,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2527,ok,24200,650000,2686,2008,-1/3,ei,hyvä,vuokra,680,387015,6680610,2257775,3695,0.0016365669741227537
2528,rt,13300,454000,3414,1990,2/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2529,rt,9700,290000,2990,1969,1/1,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2530,rt,13000,434000,3338,2003,2/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2531,rt,8600,345000,4012,1982,-1/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2532,ok,28200,575000,2039,1973,-1/2,ei,tyyd.,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2533,rt,12750,550000,4314,2007,1/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2534,rt,21200,540000,2547,1986,-1/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2535,rt,9300,380000,4086,2000,1/1,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2536,ok,12700,585500,4610,2017,-1/1,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2537,kt,9000,253000,2811,1968,2/2,ei,hyvä,oma,680,387015,6680610,2257775,3695,0.0016365669741227537
2538,rt,8700,289000,3322,1981,2/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2539,rt,8300,255000,3072,1981,-1/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2540,ok,15500,580000,3742,1996,-1/2,ei,hyvä,oma,690,386572,6682666,4620529,2761,0.0005975506267788818
2541,ok,15300,510000,3333,2012,-1/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2542,ok,11700,365000,3120,1954,,ei,hyvä,oma,690,386572,6682666,4620529,2761,0.0005975506267788818
2543,rt,10000,426000,4260,2015,-1/2,ei,hyvä,oma,690,386572,6682666,4620529,2761,0.0005975506267788818
2544,ok,16400,490000,2988,1994,-1/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2545,ok,12600,359000,2849,1983,-1/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2546,ok,15000,570000,3800,2013,-1/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2547,ok,12200,330000,2705,1984,2/2,ei,tyyd.,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2548,rt,9950,325000,3266,1981,2/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2549,ok,12500,440000,3520,1992,-1/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2550,rt,10250,317000,3093,1981,-1/2,ei,tyyd.,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2551,ok,14100,590000,4184,1995,-1/2,ei,hyvä,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2552,ok,12600,205000,1627,1958,3/3,ei,tyyd.,oma,690,386572,6682666,4620529,2761,0.0005975506267788818
2553,ok,21800,630000,2890,2005,2/2,ei,hyvä,oma,690,386572,6682666,4620529,2761,0.0005975506267788818
2554,rt,9900,272000,2747,1982,2/2,ei,tyyd.,vuokra,690,386572,6682666,4620529,2761,0.0005975506267788818
2555,kt,2900,112000,3862,1986,4/4,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2556,kt,3400,150000,4412,1984,1/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2557,kt,3800,188000,4947,2011,3/6,on,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2558,kt,3100,135000,4355,1989,3/4,on,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2559,kt,3200,146000,4563,1985,2/2,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2560,kt,3400,128000,3765,1984,2/3,ei,huono,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2561,kt,2650,96000,3623,1964,2/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2562,kt,3500,144000,4114,1984,3/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2563,rt,3650,155500,4260,1985,1/1,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2564,rt,4750,163000,3432,1988,2/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2565,kt,5650,203000,3593,1985,2/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2566,kt,5600,207000,3696,1987,2/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2567,kt,4850,179000,3691,1985,2/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2568,kt,5100,159000,3118,1986,1/3,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2569,kt,5300,113000,2132,1965,3/4,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2570,kt,4850,189000,3897,1985,2/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2571,kt,6150,187000,3041,1989,3/3,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2572,kt,4400,167000,3795,1983,1/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2573,kt,5000,101000,2020,1965,1/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2574,kt,5200,139000,2673,1965,2/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2575,kt,5550,156500,2820,1967,1/3,on,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2576,kt,5600,209500,3741,2013,2/2,on,hyvä,,700,390789,6680665,6479126,13271,0.002048270090749894
2577,kt,5000,139000,2780,1965,2/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2578,kt,5950,198000,3328,1986,2/3,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2579,kt,5600,185000,3304,1989,1/2,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2580,kt,5000,130000,2600,1965,3/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2581,rt,4900,173950,3550,1985,1/1,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2582,kt,4400,161000,3659,1964,3/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2583,kt,4000,168000,4200,1987,2/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2584,kt,4500,169700,3771,1984,2/2,ei,,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2585,kt,3750,175000,4667,1967,3/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2586,kt,4900,132500,2704,1966,3/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2587,kt,5500,242000,4400,2013,1/3,on,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2588,rt,8000,325600,4070,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2589,rt,8800,285000,3239,1989,1/1,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2590,rt,8000,325600,4070,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2591,rt,8000,325600,4070,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2592,rt,8200,389900,4755,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2593,rt,8000,325600,4070,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2594,kt,6850,239900,3502,1985,2/4,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2595,rt,7700,300000,3896,1987,1/2,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2596,rt,8000,327600,4095,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2597,kt,7400,201000,2716,1989,2/2,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2598,kt,6600,225000,3409,2001,2/4,on,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2599,kt,7000,218000,3114,1965,3/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2600,kt,5650,199900,3538,1985,2/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2601,rt,10500,360000,3429,1984,-1/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2602,kt,6850,192100,2804,1985,2/4,ei,huono,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2603,rt,7550,228000,3020,1986,,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2604,kt,7000,190350,2719,1965,1/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2605,rt,6650,265500,3992,1988,1/1,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2606,kt,6450,176000,2729,1983,3/4,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2607,rt,8000,327600,4095,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2608,kt,7550,300000,3974,2011,3/6,on,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2609,kt,8500,207000,2435,1982,1/4,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2610,kt,6650,235000,3534,1987,3/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2611,rt,8100,255000,3148,1989,-1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2612,kt,7450,133000,1785,1966,2/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2613,kt,6850,200000,2920,1989,4/4,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2614,rt,7200,365000,5069,2019,1/2,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2615,rt,7200,352000,4889,2019,1/2,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2616,kt,6900,275637,3995,2020,4/4,on,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2617,kt,7450,135000,1812,1966,2/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2618,ok,6600,265000,4015,1965,-1/2,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2619,ok,4800,200000,4167,1952,,ei,huono,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2620,ok,12800,367000,2867,1990,-1/2,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2621,rt,9500,401800,4229,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2622,rt,10100,372890,3692,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2623,rt,9700,283000,2918,1989,-1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2624,ok,12600,400000,3175,2006,-1/2,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2625,rt,9300,280000,3011,1983,1/2,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2626,rt,9050,230000,2541,1989,-1/2,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2627,rt,10300,278000,2699,1988,1/2,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2628,rt,11700,347500,2970,1999,1/2,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2629,rt,9500,401800,4229,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2630,kt,8250,219000,2655,1985,3/4,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2631,kt,9550,230000,2408,1986,3/4,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2632,rt,9600,354684,3695,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2633,rt,10100,382890,3791,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2634,rt,18500,260000,1405,1968,1/2,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2635,ok,10800,266000,2463,1954,-1/3,ei,tyyd.,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2636,ok,13200,315000,2386,1939,-1/3,ei,tyyd.,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2637,rt,12000,428000,3567,2020,1/2,ei,hyvä,vuokra,700,390789,6680665,6479126,13271,0.002048270090749894
2638,rt,17800,310000,1742,2010,3/3,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2639,ok,12300,467000,3797,2012,,ei,hyvä,oma,700,390789,6680665,6479126,13271,0.002048270090749894
2640,kt,3500,126000,3600,1974,5/9,on,tyyd.,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2641,kt,3500,135879,3882,1974,8/9,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2642,kt,3300,151400,4588,1971,6/7,on,tyyd.,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2643,kt,2700,155750,5769,2021,2/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2644,kt,3600,234000,6500,2020,3/3,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2645,kt,4150,118000,2843,1975,6/7,on,tyyd.,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2646,kt,3500,128000,3657,1974,7/9,on,huono,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2647,kt,3000,129000,4300,1977,4/5,on,tyyd.,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2648,kt,3450,160000,4638,1963,6/8,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2649,kt,4150,130000,3133,1975,7/7,on,tyyd.,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2650,kt,3600,231000,6417,2020,2/3,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2651,kt,3450,117000,3391,1964,4/8,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2652,kt,5550,128000,2306,1963,2/4,ei,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2653,kt,3600,224120,6226,2021,4/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2654,kt,3300,201900,6118,2021,3/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2655,kt,5200,282392,5431,2021,4/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2656,kt,4750,242000,5095,2014,4/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2657,kt,5200,270328,5199,2021,3/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2658,kt,3300,203510,6167,2021,4/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2659,kt,2950,184147,6242,2021,2/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2660,kt,3650,217081,5947,2021,3/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2661,kt,2950,179675,6091,2021,2/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2662,kt,4200,232372,5533,2021,2/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2663,kt,5650,154000,2726,1984,3/4,ei,tyyd.,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2664,kt,4900,306350,6252,2020,2/3,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2665,kt,4900,306350,6252,2020,2/3,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2666,kt,5950,128000,2151,1975,6/7,on,tyyd.,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2667,kt,3600,220104,6114,2021,4/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2668,kt,3900,248000,6359,2016,1/2,ei,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2669,kt,4400,240088,5457,2021,2/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2670,kt,4550,237815,5227,2021,1/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2671,kt,4550,238725,5247,2021,1/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2672,kt,3300,206250,6250,2021,5/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2673,kt,3900,219825,5637,2021,4/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2674,kt,3300,197650,5989,2021,2/5,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2675,kt,3650,215986,5917,2021,3/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2676,kt,3450,215294,6240,2021,4/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2677,kt,6000,120000,2000,1965,1/4,ei,tyyd.,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2678,kt,3600,213592,5933,2021,3/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2679,kt,3450,208949,6056,2021,3/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2680,kt,4400,241960,5499,2021,2/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2681,kt,4900,312625,6380,2020,3/3,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2682,kt,5000,147000,2940,1969,4/4,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2683,kt,4900,142000,2898,1978,2/4,on,,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2684,kt,5500,168000,3055,1962,3/8,on,tyyd.,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2685,kt,5950,133500,2244,1972,4/8,on,tyyd.,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2686,kt,4750,234500,4937,2004,4/8,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2687,kt,5500,124000,2255,1963,1/4,ei,tyyd.,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2688,kt,4450,272000,6112,2020,3/3,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2689,kt,4450,268000,6022,2020,2/3,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2690,kt,4650,228000,4903,2014,3/4,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2691,kt,5950,134000,2252,1971,6/6,on,tyyd.,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2692,kt,5000,147000,2940,1969,4/4,on,hyvä,oma,710,389420,6679099,2823097,12710,0.004502147818512789
2693,kt,5550,135000,2432,1978,2/4,ei,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2694,kt,5550,170000,3063,1962,3/8,on,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2695,kt,5550,163000,2937,1964,2/3,ei,tyyd.,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
2696,kt,5550,137000,2468,1963,2/7,ei,hyvä,vuokra,710,389420,6679099,2823097,12710,0.004502147818512789
