,Talotyyppi,m2,Vh,em2,Rv,Krs,Hissi,Kunto,Tontti,postcode,X,Y,PA,Asukkaat,vaestontiheys
11387,kt,5800,31000,534,1975,3/6,on,tyyd.,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11388,rt,7500,136220,1816,2008,1/1,ei,hyvä,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11389,rt,8300,80000,964,1988,1/1,ei,tyyd.,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11390,rt,7500,109500,1460,1986,1/1,ei,hyvä,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11391,rt,7700,105000,1364,1985,1/1,ei,hyvä,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11392,rt,7650,124000,1621,1985,1/1,ei,hyvä,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11393,ok,11100,200000,1802,1985,-1/1,ei,hyvä,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11394,rt,9200,128000,1391,1984,2/2,ei,hyvä,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11395,ok,12100,160000,1322,2012,1/1,ei,hyvä,vuokra,15550,444418,6756251,4511760,3603,0.0007985797116867919
11396,ok,9800,212000,2163,2014,1/1,ei,hyvä,oma,15550,444418,6756251,4511760,3603,0.0007985797116867919
11397,kt,5700,30000,526,1964,3/4,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11398,rt,5900,46000,780,1983,1/1,ei,tyyd.,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11399,kt,5900,35000,593,1972,1/3,ei,tyyd.,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11400,kt,5900,27500,466,1972,3/3,ei,tyyd.,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11401,kt,6200,33000,532,1976,5/6,on,tyyd.,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11402,kt,6150,64000,1041,1977,3/6,on,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11403,kt,13800,390000,2826,1924,1/3,on,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11404,rt,7300,150000,2055,2008,1/1,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11405,rt,8000,105000,1313,1976,2/2,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11406,rt,7900,70000,886,1987,2/2,ei,tyyd.,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11407,ok,8000,120000,1500,1978,,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11408,ok,10000,140000,1400,1956,,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11409,rt,10100,130000,1287,1979,2/2,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11410,ok,14600,320000,2192,2008,,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11411,ok,11800,92000,780,1970,-1/1,ei,tyyd.,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11412,rt,12000,112000,933,1975,2/2,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11413,ok,11900,259000,2176,2010,-1/1,ei,hyvä,vuokra,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11414,ok,10550,144000,1365,1980,1/1,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11415,ok,11900,137000,1151,1973,-1/1,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11416,ok,10000,164000,1640,2000,1/1,ei,hyvä,oma,15560,442915,6760652,83238621,4083,4.9051749667981645e-05
11417,rt,6400,110000,1719,1974,1/1,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11418,kt,6200,120000,1935,2014,2/2,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11419,ok,9000,145000,1611,1930,,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11420,rt,7750,143000,1845,1982,1/1,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11421,rt,9400,183500,1952,2007,-1/1,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11422,rt,8400,148000,1762,1981,1/2,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11423,rt,8400,135000,1607,1981,2/2,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11424,rt,7800,164000,2103,2004,1/2,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11425,rt,7700,142500,1851,2000,1/1,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11426,rt,7700,165000,2143,2005,1/1,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11427,ok,10000,88000,880,1973,-1/1,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11428,ok,15350,130000,847,1983,-1/1,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11429,ok,11600,145000,1250,1968,1/1,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11430,ok,7000,123000,1757,1995,2/2,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11431,rt,9100,239000,2626,2015,1/1,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11432,rt,10900,135000,1239,1975,1/1,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11433,rt,13000,265000,2038,2000,,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11434,ok,14500,155000,1069,1982,,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11435,ok,16700,132000,790,1955,,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11436,ok,10100,216000,2139,1953,3/3,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11437,ok,8700,137000,1575,1959,2/2,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11438,ok,15900,180000,1132,1990,,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11439,ok,11400,225000,1974,1948,1/1,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11440,ok,15000,55500,370,1926,-1/2,ei,huono,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11441,rt,9600,190000,1979,2006,1/1,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11442,rt,9800,247000,2520,2019,-1/1,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11443,rt,10950,215000,1963,2001,1/1,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11444,ok,9500,175000,1842,1945,2/2,ei,hyvä,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11445,rt,11300,206000,1823,2006,1/1,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11446,rt,10000,260000,2600,2017,2/2,ei,hyvä,vuokra,15610,427557,6758010,7908532,5329,0.0006738292264607389
11447,ok,12100,108000,893,1974,,ei,huono,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11448,ok,9800,125000,1276,1954,1/2,ei,tyyd.,oma,15610,427557,6758010,7908532,5329,0.0006738292264607389
11449,ok,10400,250000,2404,2021,,ei,hyvä,vuokra,15680,428374,6755353,16491180,3260,0.00019768142728416037
11450,ok,12000,178000,1483,1980,1/2,ei,hyvä,oma,15680,428374,6755353,16491180,3260,0.00019768142728416037
11451,ok,13700,287500,2099,2012,,ei,hyvä,vuokra,15680,428374,6755353,16491180,3260,0.00019768142728416037
11452,ok,12950,210000,1622,1990,-1/1,ei,hyvä,oma,15680,428374,6755353,16491180,3260,0.00019768142728416037
11453,ok,10800,270000,2500,2013,1/1,ei,hyvä,oma,15680,428374,6755353,16491180,3260,0.00019768142728416037
11454,ok,16200,252000,1556,1998,2/2,ei,hyvä,vuokra,15680,428374,6755353,16491180,3260,0.00019768142728416037
11455,ok,15800,220000,1392,2007,1/2,ei,hyvä,oma,15680,428374,6755353,16491180,3260,0.00019768142728416037
11456,ok,9100,204000,2242,2019,-1/1,ei,hyvä,vuokra,15680,428374,6755353,16491180,3260,0.00019768142728416037
11457,kt,2800,60000,2143,1972,7/7,on,tyyd.,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11458,kt,2600,54000,2077,1959,2/7,on,tyyd.,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11459,kt,3000,60101,2003,1974,2/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11460,kt,5750,134000,2330,2008,3/4,on,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11461,kt,4950,134000,2707,2012,2/5,on,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11462,kt,5100,134000,2627,2008,1/5,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11463,kt,5250,68000,1295,1945,2/4,ei,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11464,kt,5800,124000,2138,2007,4/4,on,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11465,kt,4300,99000,2302,1994,1/2,ei,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11466,kt,6000,85230,1421,1973,2/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11467,kt,5350,145000,2710,2012,3/5,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11468,kt,7800,80000,1026,1969,4/7,on,tyyd.,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11469,kt,6300,70000,1111,1970,6/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11470,kt,7400,182000,2459,2014,1/3,on,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11471,rt,7500,158000,2107,1998,1/1,ei,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11472,kt,6000,73000,1217,1969,5/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11473,kt,7800,66000,846,1969,3/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11474,kt,6350,92053,1450,1956,1/4,ei,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11475,kt,6950,144000,2072,1988,2/2,ei,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11476,kt,6400,75000,1172,1972,6/7,on,tyyd.,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11477,kt,6750,113000,1674,1959,2/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11478,kt,6750,118500,1756,1959,6/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11479,kt,7700,109000,1416,1974,4/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11480,kt,7800,99000,1269,1969,2/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11481,ok,9000,150000,1667,1960,-1/2,ei,tyyd.,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11482,ok,9800,90000,918,1964,2/2,ei,tyyd.,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11483,kt,9100,88000,967,1969,6/7,on,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11484,ok,13700,165000,1204,1979,-1/1,ei,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11485,rt,13100,244000,1863,2006,1/1,ei,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11486,ok,15000,135000,900,1960,1/3,ei,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11487,ok,17300,320000,1850,2006,,ei,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11488,ok,8000,111000,1388,1958,,ei,tyyd.,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11489,ok,15000,60000,400,1970,,ei,huono,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11490,ok,12520,150000,1198,1981,-1/1,ei,tyyd.,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11491,ok,11400,165000,1447,1978,1/1,ei,hyvä,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11492,ok,9400,70000,745,1952,1/2,ei,,oma,15700,423592,6753893,48493216,6855,0.0001413599790948078
11493,ok,12500,173000,1384,2002,-1/2,ei,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11494,ok,18400,385000,2092,2015,-1/1,ei,hyvä,vuokra,15700,423592,6753893,48493216,6855,0.0001413599790948078
11495,kt,3650,61000,1671,1961,4/4,ei,tyyd.,oma,15800,424815,6760795,3565936,3422,0.0009596358431559063
11496,kt,3400,55000,1618,1985,3/3,ei,tyyd.,oma,15800,424815,6760795,3565936,3422,0.0009596358431559063
11497,kt,3400,62000,1824,1985,2/3,ei,tyyd.,oma,15800,424815,6760795,3565936,3422,0.0009596358431559063
11498,kt,3600,40000,1111,1980,4/4,on,tyyd.,oma,15800,424815,6760795,3565936,3422,0.0009596358431559063
11499,kt,3300,50000,1515,1958,4/4,ei,tyyd.,vuokra,15800,424815,6760795,3565936,3422,0.0009596358431559063
11500,kt,5000,57000,1140,1957,3/4,ei,hyvä,vuokra,15800,424815,6760795,3565936,3422,0.0009596358431559063
11501,kt,4100,55000,1341,1948,2/4,ei,hyvä,vuokra,15800,424815,6760795,3565936,3422,0.0009596358431559063
11502,kt,5000,122000,2440,2006,4/4,on,hyvä,oma,15800,424815,6760795,3565936,3422,0.0009596358431559063
11503,kt,5150,133000,2583,2014,2/3,ei,hyvä,vuokra,15800,424815,6760795,3565936,3422,0.0009596358431559063
11504,kt,5300,66000,1245,1966,2/3,ei,hyvä,oma,15800,424815,6760795,3565936,3422,0.0009596358431559063
11505,kt,4300,28000,651,1944,1/2,ei,huono,oma,15800,424815,6760795,3565936,3422,0.0009596358431559063
11506,rt,11000,220000,2000,2003,1/2,ei,hyvä,oma,15800,424815,6760795,3565936,3422,0.0009596358431559063
11507,rt,9200,182000,1978,2006,2/2,ei,hyvä,vuokra,15800,424815,6760795,3565936,3422,0.0009596358431559063
11508,kt,11500,130000,1130,2013,1/6,ei,hyvä,vuokra,15800,424815,6760795,3565936,3422,0.0009596358431559063
11509,ok,8900,124000,1393,1933,,ei,hyvä,vuokra,15800,424815,6760795,3565936,3422,0.0009596358431559063
11510,rt,8450,120000,1420,1982,1/2,ei,hyvä,oma,15810,423181,6760447,1402479,1379,0.0009832589293672133
11511,rt,8450,80000,947,1982,2/2,ei,tyyd.,oma,15810,423181,6760447,1402479,1379,0.0009832589293672133
11512,kt,8200,68000,829,1972,2/3,ei,hyvä,oma,15810,423181,6760447,1402479,1379,0.0009832589293672133
11513,ok,9400,118000,1255,1963,,ei,tyyd.,oma,15810,423181,6760447,1402479,1379,0.0009832589293672133
11514,rt,9300,164000,1763,1991,2/2,ei,hyvä,oma,15810,423181,6760447,1402479,1379,0.0009832589293672133
11515,rt,9550,119000,1246,1983,1/2,ei,hyvä,oma,15810,423181,6760447,1402479,1379,0.0009832589293672133
11516,ok,12800,181000,1414,1979,,ei,hyvä,oma,15810,423181,6760447,1402479,1379,0.0009832589293672133
11517,ok,14300,239000,1671,2011,2/2,ei,hyvä,oma,15820,421160,6757752,21373135,1089,5.0951814041318695e-05
11518,ok,13000,169000,1300,1945,-1/2,ei,hyvä,oma,15820,421160,6757752,21373135,1089,5.0951814041318695e-05
11519,ok,16750,338000,2018,2008,-1/2,ei,hyvä,oma,15820,421160,6757752,21373135,1089,5.0951814041318695e-05
11520,ok,12200,240000,1967,2008,,ei,hyvä,oma,15820,421160,6757752,21373135,1089,5.0951814041318695e-05
11521,kt,5800,32714,564,1974,1/3,ei,tyyd.,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11522,kt,5650,42000,743,1980,4/7,on,tyyd.,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11523,kt,4900,50500,1031,1975,3/4,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11524,kt,4200,39000,929,1975,4/4,ei,tyyd.,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11525,kt,6000,43500,725,1974,4/7,on,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11526,kt,4900,60000,1224,1973,4/4,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11527,kt,6100,37500,615,1974,2/7,on,,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11528,kt,4900,51173,1044,1973,1/3,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11529,kt,5950,65000,1092,1974,2/7,on,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11530,kt,5800,46792,807,1974,3/4,ei,tyyd.,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11531,kt,7900,92500,1171,1977,1/4,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11532,rt,7400,127000,1716,1983,1/1,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11533,kt,7700,60000,779,1980,3/7,on,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11534,kt,7700,66000,857,1980,4/7,on,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11535,rt,8400,95000,1131,1984,1/2,ei,tyyd.,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11536,rt,8100,220000,2716,2000,1/1,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11537,rt,11100,140000,1261,1982,1/2,ei,tyyd.,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11538,kt,9300,67500,726,1974,7/7,on,tyyd.,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11539,rt,9700,125000,1289,1984,,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11540,rt,14500,243000,1676,1990,1/2,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11541,ok,9950,105000,1055,1966,-1/1,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11542,ok,12600,91000,722,1974,1/1,ei,tyyd.,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11543,ok,8100,135000,1667,1948,1/2,ei,hyvä,oma,15830,423481,6761452,1576653,3797,0.0024082661181629695
11544,rt,6100,65000,1066,1978,1/1,ei,tyyd.,oma,15840,422253,6761601,1462513,2040,0.0013948593961216071
11545,rt,5750,65773,1144,1978,1/1,ei,hyvä,oma,15840,422253,6761601,1462513,2040,0.0013948593961216071
11546,rt,5550,57000,1027,1978,1/1,ei,tyyd.,oma,15840,422253,6761601,1462513,2040,0.0013948593961216071
11547,rt,5760,68000,1181,1978,1/1,ei,hyvä,vuokra,15840,422253,6761601,1462513,2040,0.0013948593961216071
11548,rt,7950,94192,1185,1983,1/1,ei,hyvä,vuokra,15840,422253,6761601,1462513,2040,0.0013948593961216071
11549,rt,8300,115000,1386,1978,1/2,ei,hyvä,oma,15840,422253,6761601,1462513,2040,0.0013948593961216071
11550,kt,7150,78500,1098,1978,2/3,ei,hyvä,vuokra,15840,422253,6761601,1462513,2040,0.0013948593961216071
11551,rt,7690,115000,1495,1978,1/2,ei,hyvä,vuokra,15840,422253,6761601,1462513,2040,0.0013948593961216071
11552,kt,7150,47000,657,1978,-1/3,ei,hyvä,vuokra,15840,422253,6761601,1462513,2040,0.0013948593961216071
11553,rt,7500,108000,1440,1978,1/1,ei,hyvä,oma,15840,422253,6761601,1462513,2040,0.0013948593961216071
11554,ok,8650,110274,1275,1978,1/1,ei,hyvä,vuokra,15840,422253,6761601,1462513,2040,0.0013948593961216071
11555,rt,10500,105000,1000,1978,1/2,ei,tyyd.,oma,15840,422253,6761601,1462513,2040,0.0013948593961216071
11556,rt,10000,119000,1190,1981,2/2,ei,hyvä,vuokra,15840,422253,6761601,1462513,2040,0.0013948593961216071
11557,ok,11900,129000,1084,1978,1/2,ei,tyyd.,oma,15840,422253,6761601,1462513,2040,0.0013948593961216071
11558,rt,7500,132000,1760,1984,1/1,ei,hyvä,oma,15850,422422,6762916,2536606,625,0.00024639222646323473
11559,ok,10000,119000,1190,1963,-1/1,ei,tyyd.,oma,15850,422422,6762916,2536606,625,0.00024639222646323473
11560,ok,15700,105000,669,1950,,ei,huono,oma,15850,422422,6762916,2536606,625,0.00024639222646323473
11561,kt,5800,58000,1000,1974,2/3,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11562,rt,6800,127500,1875,1989,2/2,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11563,kt,5300,53500,1009,1987,4/5,on,tyyd.,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11564,kt,5800,72000,1241,1971,1/3,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11565,kt,5100,65000,1275,1971,3/7,on,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11566,kt,5200,42000,808,1968,6/6,on,tyyd.,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11567,kt,5800,43000,741,1968,1/3,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11568,rt,6700,140000,2090,1988,1/1,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11569,kt,5800,55000,948,1987,1/5,on,tyyd.,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11570,kt,6000,58000,967,1969,2/6,on,hyvä,vuokra,15860,420540,6762448,9262280,3492,0.00037701300327781063
11571,rt,7400,176000,2378,2009,1/1,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11572,kt,7500,42000,560,1966,1/3,ei,tyyd.,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11573,rt,7830,70000,894,1980,2/2,ei,tyyd.,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11574,kt,7600,63500,836,1971,1/3,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11575,rt,8250,198000,2400,2020,1/1,ei,hyvä,vuokra,15860,420540,6762448,9262280,3492,0.00037701300327781063
11576,rt,8100,115000,1420,1993,2/2,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11577,rt,7300,183000,2507,2019,1/1,ei,hyvä,vuokra,15860,420540,6762448,9262280,3492,0.00037701300327781063
11578,kt,6800,60000,882,1966,6/6,on,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11579,rt,7300,186000,2548,2019,1/1,ei,hyvä,vuokra,15860,420540,6762448,9262280,3492,0.00037701300327781063
11580,rt,11900,135000,1134,1970,1/1,ei,tyyd.,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11581,kt,9500,66000,695,1971,6/6,on,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11582,kt,9100,52000,571,1967,5/6,on,tyyd.,vuokra,15860,420540,6762448,9262280,3492,0.00037701300327781063
11583,rt,12500,75000,600,1974,1/2,ei,tyyd.,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11584,rt,9500,169000,1779,1992,1/1,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11585,rt,11900,119000,1000,1970,1/1,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11586,ok,8300,240000,2892,2020,1/1,ei,hyvä,vuokra,15860,420540,6762448,9262280,3492,0.00037701300327781063
11587,ok,12700,160000,1260,1986,-1/1,ei,hyvä,vuokra,15860,420540,6762448,9262280,3492,0.00037701300327781063
11588,ok,13100,142000,1084,1979,1/1,ei,tyyd.,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11589,ok,17250,135000,783,1970,-1/1,ei,hyvä,oma,15860,420540,6762448,9262280,3492,0.00037701300327781063
11590,kt,5500,108000,1964,1990,4/4,on,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11591,kt,4700,114000,2426,2004,2/5,on,,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11592,kt,5500,125000,2273,2002,4/7,on,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11593,rt,7500,150000,2000,1988,1/1,ei,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11594,rt,7450,105000,1409,1986,1/1,ei,tyyd.,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11595,kt,7950,110500,1390,1981,1/3,ei,tyyd.,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11596,kt,6000,169000,2817,2007,4/5,on,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11597,rt,8800,161000,1830,1984,1/1,ei,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11598,ok,13200,263000,1992,1986,1/1,ei,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11599,rt,9700,135000,1392,1979,-1/2,ei,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11600,rt,14000,145000,1036,1977,,ei,huono,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11601,ok,12000,153000,1275,1973,1/1,ei,tyyd.,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11602,ok,11100,132000,1189,1972,1/1,ei,tyyd.,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11603,rt,10800,210000,1944,2000,1/1,ei,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11604,ok,13600,249000,1831,1999,-1/1,ei,hyvä,oma,15870,419446,6762331,3927943,4134,0.0010524592643019514
11605,kt,6000,71500,1192,1975,2/3,ei,hyvä,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11606,kt,5800,65000,1121,1969,3/3,ei,hyvä,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11607,kt,5100,49000,961,1969,4/7,on,hyvä,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11608,ok,5900,80000,1356,1955,,ei,tyyd.,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11609,rt,8600,117500,1366,1979,,ei,hyvä,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11610,rt,8800,137000,1557,1975,1/1,ei,hyvä,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11611,rt,7550,120000,1589,1987,1/1,ei,hyvä,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11612,rt,8000,142000,1775,1983,2/2,ei,hyvä,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11613,kt,7250,160000,2207,2011,2/5,on,hyvä,vuokra,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11614,rt,7900,110000,1392,1979,1/2,ei,hyvä,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11615,ok,9550,95000,995,1989,1/1,ei,tyyd.,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11616,ok,9300,110000,1183,1969,,ei,tyyd.,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
11617,ok,6800,60000,882,1952,,ei,,oma,15880,412819,6763183,112150490,4735,4.222005628330291e-05
